AssetCode,MonthID,Amount
avf75219,202405,655075.98
bracm78209,202408,450537.43
abbl43110,202409,256313.46
sovc77494,202405,497052.52
hampl33196,202409,657726.76
sola27519,202401,410493.30
benb43004,202410,405163.91
venr77469,202409,411047.76
sev30329,202406,565618.10
wrenn28216,202501,467735.92
on80920,202405,276210.61
purcoc78748,202401,402992.90
corgv80249,202403,597027.65
corr22209,202412,1090089.20
corse28203,202410,499076.29
coronponce30030,202410,432091.20
oveda32118,202409,285209.44
bat2b30339,202405,519958.30
purlv75039,202404,552476.33
coruptala32701,202405,547673.42
balof80205,202412,590343.76
vilc77054,202406,467557.71
arbsbre27713,202404,461774.35
founHMC76039,202411,400528.92
coruptala32701,202501,562733.91
avf75219,202502,621001.50
watbre278748,202408,496938.19
lints76021,202403,1363009.17
cormlc75204,202403,0.00
av27604,202407,491603.86
cors75035,202502,399050.49
lakgpbre280239,202502,796644.98
allllbre32714,202404,943579.46
brook43068,202404,241665.81
coruptala32701,202412,551688.17
ams75034,202402,602092.90
estspmbre278748,202406,636980.34
corub33428,202404,1334382.79
inkwg77084,202407,451650.36
parcbre285016,202408,269455.63
esttaara80234,202412,915798.96
huncoef28262,202411,379122.01
sunpo43074,202402,251352.41
cormd77004,202501,658274.36
corsf33619,202502,536236.32
presahB75093,202409,591483.33
mintui280246,202501,401435.75
arrsbre285308,202411,632343.45
corwvill175204,202401,427262.63
kinco33186,202401,969347.68
corml75204,202401,639425.14
hofbb76126,202406,330650.43
corprovitp76015,202407,784938.87
virbre30033,202403,792813.60
dompp30326,202401,501300.73
peypa43026,202401,177802.01
parcbre285016,202404,255363.05
balof80205,202402,635283.40
colpo80206,202412,352400.63
corn37209,202404,630415.94
stonbcHL76039,202411,754013.29
virbre30033,202411,755503.76
granr80920,202402,631954.51
hamrbre27713,202412,362773.20
cororoy75063,202404,775138.17
lake43147,202501,291676.30
corpn280915,202404,174820.16
sunpo43074,202407,235619.31
abbl43110,202411,250372.53
corrosscpCOMM22209,202408,38804.30
corwn37209,202501,758495.15
colpo80206,202401,354611.12
legpt77084,202502,327570.26
lakr43026,202409,189757.68
corri33578,202409,539877.58
porpgs133409,202411,893025.57
corontheriv83712,202501,394653.76
corpc30342,202409,292154.75
parwa78216,202410,538456.10
parwa78216,202406,545042.46
corsk233177,202404,475553.10
avscr77584,202502,502109.94
corpn80917,202501,431301.54
kinco33186,202403,1005989.22
sanbcbre85226,202502,406115.30
parlcbre33615,202410,379313.93
hungl76021,202408,318303.40
artp75034,202410,541784.36
porpgs233409,202405,842321.05
corml75204,202502,640334.52
corci34787,202405,678049.32
luxscr77584,202411,597271.89
corlc75039,202410,668409.68
allllbre32714,202412,897034.79
sixty76116,202410,323099.54
peypa43026,202407,179377.99
sunr43219,202409,263612.54
corf80020,202410,631408.62
brook43068,202412,257128.48
presahB75093,202407,595062.43
corbawarba33764,202412,868222.80
covbbbre33716,202401,739332.58
sanbcbre85226,202407,386324.83
astpoef30096,202412,445057.22
cor2580534,202401,432141.74
bat2b30339,202406,519744.32
villp1oef30080,202410,519946.21
corct76123,202410,477125.67
shend30324,202407,563366.82
shend30324,202406,573632.68
mintui280246,202412,405328.76
stonvrcbre75063,202407,391542.26
vizcbre77084,202409,439446.65
on80920,202410,265854.59
gatplhmc33025,202502,621235.05
corlc85718,202410,1125434.85
corhiTL27519,202502,463049.13
jefc43004,202404,326890.06
arrsbre285308,202401,660371.08
maslcbre77407,202404,428265.66
cormidmia33137,202501,1147539.07
CorcM27519,202404,319357.30
corr78730,202403,714042.45
lexbre30004,202501,648334.22
corsm83642,202412,533544.17
cormc28262,202502,478607.40
arbsbre27713,202408,484262.03
sovc77494,202502,498362.01
cortm83642,202408,578093.77
corct76123,202403,510384.69
barmlbre32703,202412,1041265.88
dowbe80226,202407,316770.77
corlc85718,202411,1132956.49
corro77019,202409,446030.45
avr30354,202411,227278.96
watecbre230062,202406,875062.59
corww33578,202408,321406.45
aubg30312,202410,294972.80
corrosscpCOMM22209,202405,16416.29
avpf30318,202408,162848.42
corsf33619,202411,539420.54
bowbnbre233616,202405,1281095.11
eccoo32806,202402,564831.33
retbcbre33510,202407,607700.37
villp4oef30080,202403,1048297.23
covbbbre33716,202501,737061.73
jamsbre30043,202401,640613.27
ech30030,202412,652988.36
corsv75035,202408,498727.61
cormilld255415,202402,0.00
oveda32118,202404,278692.25
avpfccbre76137,202402,345747.72
kinco33186,202409,1030812.85
wrennl28216,202406,115641.60
cortlm32746,202410,420034.06
coruptala32701,202401,530800.59
attm30092,202402,415516.12
cords33444,202402,691223.27
corwvill175204,202410,532691.53
cormlc75204,202401,0.00
attp77581,202502,210556.33
corch80203,202412,380790.97
corri33578,202411,587006.48
corhc33025,202412,582698.79
corsk233177,202406,481250.48
corwvill275204,202403,29310.50
attp77581,202404,200958.38
corlc85718,202402,1124886.41
corrosscpCOMM22209,202412,0.00
covri80233,202411,365313.91
villp3oef30080,202412,686428.72
sovbbre28262,202401,389586.36
lexbre30004,202405,657812.59
arlingapt22209,202406,129810.44
corco34747,202412,711883.11
hampl33196,202502,662999.40
corlc85718,202401,1086778.43
corb280226,202410,601686.11
presahB75093,202401,585532.33
puret78261,202410,568168.74
corct76123,202401,527572.33
founHMC76039,202405,400864.75
parcbre285016,202409,250609.27
praircv75080,202411,841883.40
courv85008,202406,615243.24
ams75034,202412,568763.66
resal43110,202402,488223.38
corho33020,202402,786083.41
corbawarba33764,202410,865356.93
courv85008,202405,611196.77
corf80020,202408,631034.96
eccoo32806,202406,577584.61
dismvbre285209,202409,579313.86
3131oef30033,202410,402146.74
presfbre278240,202411,580551.02
jeflbre230062,202409,564523.50
corbc27617,202405,322613.77
capcwbre228273,202407,406007.19
cormilld155415,202402,538134.70
sovc77494,202406,497833.44
venr77469,202411,420075.51
corch80203,202404,378672.00
v627604,202405,485837.95
bracm78209,202409,437223.70
islcbre33615,202410,686738.71
5thous75244,202502,513867.08
artp75034,202404,554943.12
adwr75078,202406,553080.91
pasbc78738,202402,445570.14
corcg33896,202409,555689.70
attfm75201,202405,398933.37
bracm78209,202407,443982.29
cortlm32746,202405,426374.19
corjc30005,202407,827016.63
corwvill275204,202410,0.00
coralamst180223,202402,442264.95
bowbnbre233616,202406,1290132.01
puret78261,202411,569628.17
bat2b30339,202407,512764.78
cormilld255415,202411,0.00
corwi30004,202404,517950.65
corub33428,202409,1345793.25
corci34787,202408,702062.54
hampl33196,202402,589617.01
parbre2830076,202405,1034074.49
esttaara80234,202402,795221.75
corub33428,202408,1309680.83
allllbre32714,202409,913122.84
corho33020,202403,795145.69
wrenn28216,202407,475573.80
fosc76137,202502,565667.86
sovpr75035,202404,584801.06
corsk233177,202502,480167.41
corrn260654,202410,0.00
greho43016,202410,215302.19
corhiTL27519,202408,473018.13
Lagpa33196,202403,772687.59
colpo80206,202502,354967.01
corlc75039,202405,684730.74
corch80203,202406,381142.83
corwvill175204,202403,472823.52
jeflbre230062,202406,578023.04
sola27519,202404,417368.04
cormlc75204,202410,0.00
avscr77584,202410,512829.13
galcbre33615,202404,549669.70
astpoef30096,202501,442673.25
capcwbre228273,202409,389835.19
chel8oef30096,202501,805233.13
ves35205,202411,526809.45
corlc85718,202406,1160113.94
corsk233177,202410,488170.80
lakr43026,202406,185892.96
estspmbre278748,202502,592881.38
lake43147,202412,289006.63
sovpr75035,202502,547805.71
lexbre30004,202412,656761.41
cords33444,202501,699811.65
sunri85704,202406,405555.44
brook43068,202408,255467.55
corsk233177,202409,515037.02
brisoef75056,202502,480526.73
barmlbre32703,202405,1097897.33
corwn37209,202411,773326.87
benb43004,202502,423378.80
lantcB75013,202502,436332.73
esttaara80234,202401,790710.16
hofbb76126,202410,351463.42
corjc30005,202402,805010.07
gatplhmc33025,202406,648508.77
cormlc75204,202405,0.00
corpc30342,202501,288499.89
corbawarba33764,202501,892335.32
cormc28262,202404,423860.86
avf75219,202407,648519.36
CorcM27519,202502,284463.41
corri33578,202502,603579.18
bat2b30339,202404,509731.53
legpt77084,202410,327021.18
avpfccbre76137,202404,324059.30
villp2oef30080,202412,370453.01
founHMC76039,202502,394385.71
corna43054,202406,313731.95
norh77433,202404,576773.47
corar85042,202411,322381.25
mintui180246,202407,277727.13
brook43068,202411,261010.49
parwa78216,202405,544106.76
corar85042,202501,313824.89
corpn280915,202403,144001.05
coralamst180223,202406,456827.29
5thous75244,202412,519373.51
corrosscp22209,202401,1263628.64
tow2885016,202402,39365.27
arlingapt22209,202410,364830.99
vilc77054,202404,458121.63
copscbre77041,202401,527099.63
corwvill275204,202411,0.00
corri33578,202408,516097.53
hofbb76126,202501,377111.64
cormilld155415,202406,554044.67
islcbre33615,202405,680806.60
benb43004,202411,400431.85
corpp85306,202401,590738.73
pinuhHL85050,202411,476633.54
cormd77004,202411,669233.12
corml75204,202403,635615.71
sorpp27560,202406,433817.13
corar85042,202412,313068.34
corjc30005,202401,779605.88
ves35205,202408,534974.49
poinoef28217,202410,444253.60
vers32771,202501,569498.21
presfbre278240,202501,569543.39
avps30318,202412,135905.51
coruptala32701,202409,567206.38
corci34787,202412,635409.18
bracm78209,202501,453394.32
regoef28211,202501,231808.21
cornd28210,202404,519456.39
attp77581,202408,210730.24
chel8oef30096,202411,823082.74
cords33442,202409,517488.46
lints76021,202412,1424001.67
corna43054,202409,321941.08
cornd28210,202405,511946.43
rialbre75010,202405,481698.05
corhp85233,202403,666793.71
dompp30326,202402,502846.24
powgr43065,202412,559290.60
corr22209,202407,1081737.88
wesls80124,202410,753439.46
tradw77064,202405,519683.49
alngbre75063,202405,956730.85
peypa43026,202410,178288.71
bat3b30339,202405,195927.40
benb43004,202406,406282.19
corn37209,202408,640446.58
lantcB75013,202401,473735.47
cormlc75204,202402,0.00
corse28203,202408,499975.22
sanbcbre85226,202405,407946.81
corscottm85259,202409,275471.65
gatplhmc33025,202403,640263.28
sola27519,202405,414254.55
covccbre80231,202502,690933.66
corub33428,202407,1284620.99
15777qoef75001,202407,713010.63
corwpwarba33401,202410,627038.19
corna43054,202402,301786.34
colpo80206,202501,352636.11
sola27519,202403,412976.88
corci34787,202401,651515.16
purlv75039,202410,545325.47
greho43016,202406,203388.34
greho43016,202405,198071.08
corml75204,202408,693577.67
cortv30106,202410,438026.82
vishccbre75063,202407,761213.86
covbbbre33716,202404,708253.56
villp1oef30080,202407,526925.01
bat1b30339,202407,415653.02
chel8oef30096,202401,830459.59
shend30324,202408,567506.47
galcbre33615,202402,557775.56
corpb30305,202410,285866.41
hil30342,202412,510373.00
corlo85704,202412,477065.27
covbbbre33716,202406,721652.33
jeflbre230062,202502,512566.67
cosa33782,202412,629501.45
mintui180246,202401,270559.96
corhp85233,202401,628289.86
parbre2830076,202412,1015625.42
sovc77494,202407,499179.92
cormckinney75201,202410,719013.03
brisoef75056,202406,500335.51
lakr43026,202408,188696.77
arbsbre27713,202411,447615.63
corontheriv83712,202412,399746.52
corri33578,202501,585640.59
arbsbre27713,202409,463915.07
corww33578,202409,310320.12
corpn80917,202412,436066.67
shend30324,202501,545213.34
belv75025,202403,1050444.26
sunri85704,202405,393573.95
watecbre230062,202409,872656.00
corpb30305,202501,285151.97
parlcbre33615,202403,395212.32
echl30092,202502,490952.41
corpc22202,202405,1026645.07
hil30342,202403,524353.06
berpnabre243054,202406,313731.95
sunr43219,202406,270799.67
corub30342,202412,265219.72
avscr77584,202411,498852.63
olean30329,202412,622460.72
attbre30022,202502,472303.92
attfm75201,202407,405148.01
corrn260654,202406,253.00
alngbre75063,202408,970154.87
corwbbre233437,202406,602774.65
corri33578,202406,422329.04
corontheriv83712,202401,389828.58
attm30092,202408,415196.19
corwbbre233437,202408,588295.47
olean30329,202404,682344.85
courv85008,202411,607731.56
cornl22202,202410,736186.30
arbsbre27713,202402,479745.18
coralamst180223,202405,443283.33
mintui180246,202409,268792.99
corrn260654,202404,0.00
dompp30326,202405,552505.00
corp885345,202407,564857.95
fosc76137,202409,585950.05
maslcbre77407,202502,421179.96
corho33020,202405,766751.67
cors75035,202404,271135.53
5thous75244,202407,521834.24
peypa43026,202502,180373.88
wesls80124,202406,794384.30
attm30092,202404,414715.05
Corb85016,202404,690737.25
sola27519,202412,391212.96
corgv80249,202405,592419.45
corch80203,202409,383167.95
attp77581,202409,205427.35
uncbre228262,202412,426922.75
corwbbre233437,202405,585318.84
hungl76021,202402,308475.63
coraddass30350,202406,309435.51
cormilld255415,202501,0.00
stratpcr75034,202412,380533.24
corub30342,202501,270805.04
watecbre230062,202408,872546.55
eccoo32806,202502,565376.43
bowbbre233616,202411,1067191.14
casli85704,202405,220968.19
cornona32832,202408,757920.80
corsk233177,202407,464511.94
cormidmia33137,202409,1167399.15
corsm85283,202502,661298.30
esttaara80234,202406,862550.92
hungl76021,202501,315022.25
corr78730,202412,719289.06
covri80233,202406,359197.85
bowbbre233616,202405,1075690.57
presahB75093,202402,582292.70
sovc77494,202403,501492.40
corsb75035,202405,528105.40
jeflbre230062,202402,564944.27
sunpo43074,202403,254861.03
estspmbre278748,202410,618591.58
corwi30004,202411,502817.11
sovbbre28262,202403,392472.98
arrsbre285308,202406,639443.10
brisoef75056,202401,494054.28
jamsbre30043,202408,630545.74
corrn160654,202411,532041.01
granr80920,202411,622179.36
wrennl28216,202409,218986.52
sola27519,202406,415494.99
cornona32832,202403,766630.89
norsu43074,202405,360343.26
capcwbre228273,202410,400332.69
corar78759,202410,530241.11
uncbre228262,202501,432393.16
corcg33896,202402,374667.30
purcoc78748,202501,375946.07
coralamst180223,202502,444501.07
benb43004,202408,393400.39
cororTL27612,202407,331120.79
hungl76021,202403,308225.73
broadwcHL77573,202412,495587.99
corasRH75002,202412,766760.88
coruptala32701,202403,557763.14
corp30342,202502,225534.27
corwvill275204,202502,0.00
brisoef75056,202411,481828.38
cormlc75204,202404,0.00
corsv75035,202405,506002.32
balof80205,202410,603729.17
cormidmia33137,202401,1133875.25
corsk33177,202409,1010835.63
maslcbre77407,202405,425019.01
corsk233177,202401,494358.33
dowbe80226,202410,328133.73
corwvill175204,202405,500918.36
becpbre75038,202403,639077.96
bowbnbre233616,202401,1270799.54
galcbre33615,202411,540572.74
broadwcHL77573,202408,510642.68
corhp85233,202406,643749.47
corpb30305,202502,283706.64
wrennl28216,202407,152552.93
arbsbre27713,202412,460000.05
hungl76021,202401,305062.80
attbre30022,202411,484776.01
courv85008,202404,616201.99
parbre2830076,202403,991666.60
lints76021,202410,1419209.65
shend30324,202411,553065.67
capcwbre228273,202406,423031.64
lakgpbre280239,202412,799183.81
retbcbre33510,202410,586085.82
corsc85750,202402,235905.30
greho43016,202401,205830.76
garvbre75287,202408,761975.96
islcbre33615,202408,684486.02
founHMC76039,202412,396409.12
corbc27701,202402,568057.94
cortm83642,202410,588123.66
arrsbre285308,202403,675099.56
corch80203,202502,381929.23
corp30342,202401,239079.12
corhc33025,202407,567633.23
berpnabre243054,202404,312469.39
cormckinney75201,202502,666296.80
villp4oef30080,202405,1022860.21
coronponce30030,202408,417099.22
uncbre228262,202403,472998.98
tow2885016,202406,27917.05
Corb85016,202401,676599.12
mintui180246,202410,264499.26
av27604,202411,475280.03
corn37209,202502,623263.92
lakr43026,202402,179918.73
corp885345,202404,564658.23
corwi30004,202412,502594.89
corpc30342,202412,286506.26
fosc76137,202407,600745.44
garvbre75287,202402,732137.61
adwg32821,202502,758130.53
corrosscp22209,202405,1379789.88
ridvoef76116,202411,367761.68
corri33578,202402,359273.36
vilc77054,202403,461785.56
corp885345,202411,542172.99
atra80021,202405,500983.64
corscottm85259,202403,249232.57
sovpr75035,202403,589754.64
bat3b30339,202412,175036.32
sunr43219,202404,267921.72
Corb85016,202411,672237.41
corwe75229,202412,1014129.42
corwi30004,202402,512443.86
fairfccbre76137,202402,360245.11
corr78730,202409,711698.21
huncoef28262,202405,389848.99
attm30092,202411,411429.69
mintui280246,202406,432042.03
sanbcbre85226,202403,403689.15
porpgs233409,202404,822876.83
casli85704,202402,222627.44
mintui280246,202401,389679.39
oveda32118,202502,259634.00
resal43110,202502,505166.66
lexbre30004,202408,676429.64
arrsbre285308,202410,638575.80
corwi30004,202401,503085.30
estspmbre278748,202407,632732.91
corscottm85259,202408,279369.33
bat3b30339,202409,184438.85
cornd28210,202410,488312.78
watbre278748,202402,520811.63
bat2b30339,202409,489368.89
stonbcHL76039,202402,786100.54
flatwhbre78245,202401,307642.78
cormc28262,202402,417056.87
cormckinney75201,202408,708629.70
corrn260654,202403,0.00
peypa43026,202409,178454.43
jefc43004,202502,324760.02
regoef28211,202403,260531.25
cors30350,202403,383220.35
corpp85306,202410,606264.74
tow2885016,202501,40087.00
parlcbre33615,202405,381954.06
corco34747,202408,722317.79
echl30092,202404,503264.28
vizcbre77084,202405,433762.90
sola27519,202402,422813.87
venr77469,202404,406335.90
presahB75093,202408,594465.04
corbawarba33764,202401,865576.71
brisoef75056,202404,496541.00
corar78759,202402,541324.89
barmlbre32703,202403,1108334.09
corhcoef34741,202406,497312.43
norh77433,202409,557757.99
cosaoef233782,202405,393794.56
lexbre30004,202410,672600.46
clubc77095,202401,346937.24
islcbre33615,202411,706891.51
retbcbre33510,202409,587124.54
avps30318,202501,134301.95
regoef28211,202412,227704.61
corp885345,202410,550282.26
allllbre32714,202401,889234.13
villp1oef30080,202406,534771.43
balof80205,202405,660003.99
corhp85233,202402,653281.53
corb37209,202402,549824.28
belv75025,202406,1054458.59
hofbb76126,202403,375500.51
corrosscp22209,202403,1287796.50
corontheriv83712,202407,405794.95
corbc27701,202405,568956.40
corho33020,202407,761169.30
parlcbre33615,202406,382355.03
sovpr75035,202407,570522.82
15777qoef75001,202403,641186.11
villp2oef30080,202407,368374.19
norsu43074,202407,371588.01
greho43016,202502,210502.60
vishccbre75063,202412,725301.15
corrockrim80919,202402,159928.81
attbre30022,202409,493739.31
harlhbre232707,202403,669984.38
corprovitp76015,202409,763682.75
kinco33186,202408,1005697.24
shend30324,202412,560208.69
atra80021,202410,494908.96
alngbre75063,202502,942684.74
porpgs133409,202501,908680.54
belv75025,202409,1069422.29
bracm78209,202502,455652.99
stonbcHL76039,202409,763502.64
powgr43065,202501,560540.35
parbre2830076,202501,1028492.93
resal43110,202406,483411.72
sovpr75035,202408,580477.62
vilc77054,202401,451954.71
corgv80249,202408,574592.97
3131oef30033,202402,427336.00
villp1oef30080,202502,509932.95
parcbre285016,202412,265495.77
cors30350,202406,392764.28
corb37209,202407,571374.60
corch80203,202501,386252.96
corrosscp22209,202408,1462701.51
coralamst180223,202403,439945.15
covbbbre33716,202403,712264.55
corlo85704,202409,494277.33
attbre30022,202405,482328.92
dompp30326,202406,555662.20
attfm75201,202410,386086.64
v627604,202402,483289.75
ridvoef76116,202403,374370.34
corp885345,202406,557917.01
becpbre75038,202402,637438.40
corsv75035,202402,495949.32
olean30329,202407,668092.49
lexbre30004,202401,658534.59
corsf33619,202412,524108.03
kinco33186,202411,1057792.61
aubg30312,202502,273308.03
adwg32821,202403,779503.42
corna43054,202408,314699.54
hamrbre27713,202501,359933.86
pasbc78738,202408,407757.68
corbc27617,202402,344590.54
coralamst180223,202408,456974.28
pinuhHL85050,202405,491888.04
cords33444,202406,674869.75
avscr77584,202402,513276.30
villp4oef30080,202408,1045005.95
stonbcHL76039,202408,759052.32
covri80233,202401,339855.87
cormidmia33137,202403,1114538.36
adwg32821,202405,771431.64
cortlm32746,202408,433094.18
corco34747,202403,607620.96
greho43016,202408,206392.51
presfbre278240,202410,579932.31
echl30092,202408,507902.84
cortv30106,202502,432236.29
corcg33896,202411,549907.22
purlv75039,202408,554922.00
sorpp27560,202403,425396.37
corhiTL27519,202402,415436.25
corjp32822,202412,603827.48
corscottm85259,202406,271510.67
corscottm85259,202412,308870.57
aubg30312,202402,275220.81
sanbcbre85226,202404,402969.82
corscottm85259,202501,305955.81
corpc22202,202411,1069540.78
cormlc75204,202411,0.00
attbre30022,202402,487507.91
spc30092,202410,227575.22
corsm85283,202410,672642.43
avpfccbre76137,202403,335703.32
coraddass30350,202407,309977.34
corwvill175204,202408,563491.52
presfbre278240,202406,586073.83
15777qoef75001,202409,703404.18
casli85704,202501,222434.84
cords33442,202406,509196.88
stratpcr75034,202405,396572.58
stonvrcbre75063,202412,385378.78
avps30318,202402,177915.11
brook43068,202409,257551.92
corrosscp22209,202407,1377421.18
corch75056,202407,496502.34
lake43147,202404,275041.90
fairfccbre76137,202412,358344.99
abbl43110,202502,257398.06
corhcoef34741,202408,501380.91
corf80020,202411,614936.17
avpf30318,202410,153222.53
peypa43026,202411,179335.39
corscottm85259,202411,296649.37
sanbcbre85226,202408,388311.91
jamsbre30043,202402,637968.44
astpoef30096,202403,460477.98
corsk33177,202401,971516.84
corrosscpCOMM22209,202402,68699.59
jefc43004,202402,322928.23
casli85704,202412,230433.71
lakr43026,202404,189506.61
balof80205,202407,637789.63
esttaara80234,202404,876028.53
watecbre230062,202403,863841.69
corr22209,202403,1009130.34
lakgpbre280239,202403,827205.52
chel8oef30096,202502,795760.59
attm30092,202501,418289.20
dismvbre285209,202405,600924.75
gatplhmc33025,202410,622143.21
aubg30312,202401,257677.39
parwa78216,202407,544097.40
wesls80124,202403,772914.12
corwpwarba33401,202407,558117.60
corprovitp76015,202401,765016.37
corrosscp22209,202406,1410327.90
stratpcr75034,202410,401105.68
vizcbre77084,202401,435166.74
estspmbre278748,202412,605436.28
corwe75229,202410,1031156.04
harlhbre232707,202401,652443.04
corml75204,202410,652642.42
cororTL27612,202408,329398.85
corrockrim80919,202411,208219.46
cortv30106,202408,454731.87
corcg33896,202501,557224.83
barmlbre32703,202410,1067101.69
venr77469,202408,423173.85
avr30354,202412,222271.30
islcbre33615,202402,705336.11
vizcbre77084,202407,437377.53
norsu43074,202408,376840.26
peypa43026,202403,176078.76
ech30030,202403,670232.85
15777qoef75001,202405,686767.00
barmlbre32703,202408,1110270.82
cormd77004,202412,662325.37
corsb75035,202407,538838.72
villp3oef30080,202402,689867.43
stratpcr75034,202403,390444.82
cormlc75204,202408,42219.46
covccbre80231,202406,711607.39
cormlc75204,202406,0.00
corcg33896,202502,585371.35
corf80020,202401,607493.44
aubg30312,202407,283290.05
corpp85306,202409,621792.40
corpc22202,202407,1103623.74
sunr43219,202501,272308.12
corbs78744,202405,506262.58
corhcoef34741,202502,472789.01
adwg32821,202411,735831.18
retbcbre33510,202411,604909.84
chel8oef30096,202408,847411.47
lints76021,202502,1418587.69
attbre30022,202401,480676.45
sovpr75035,202401,581422.88
flatwhbre78245,202412,281357.73
tradw77064,202408,511982.78
wrennl28216,202403,31956.52
corcg33896,202406,500381.26
exchnhyld30341,202501,754676.09
ves35205,202410,527490.85
esttaara80234,202405,841504.99
avf75219,202410,624965.10
cosa33782,202501,613635.91
exchnhyld30341,202403,787717.18
parlcbre33615,202502,383310.65
corlc75039,202412,656206.73
corpn280915,202406,247923.32
cornl22202,202501,721219.51
cormilld155415,202401,534109.17
alngbre75063,202402,979258.07
adwg32821,202410,722431.67
ech30030,202408,631222.19
ech30030,202409,622570.33
corscottm85259,202405,259362.18
vers32771,202502,584593.79
corrn160654,202401,495936.41
belv75025,202407,1073672.86
on80920,202409,282919.60
corch80203,202405,375847.38
founHMC76039,202409,402930.64
shend30324,202402,554634.64
virbre30033,202410,763168.99
estspmbre278748,202409,630299.89
ams75034,202410,589751.79
legpt77084,202406,327342.53
corpc30342,202402,285377.77
corprovitp76015,202411,764010.78
cortv30106,202411,449192.36
corbs78744,202501,485224.23
avr30354,202402,262323.44
corar85042,202407,334888.52
corscottm85259,202407,274314.26
norh77433,202403,563813.22
uncbre228262,202502,440475.06
wrenn28216,202405,463533.24
garvbre75287,202405,768183.91
sunri85704,202404,383236.18
corpc30342,202411,281995.36
ves35205,202502,494240.98
corw30067,202412,681327.69
cortm83642,202406,575657.63
aurfrbre227614,202409,421282.92
cortm83642,202412,585024.31
corar78759,202401,546619.00
avscr77584,202501,497883.80
cormilld155415,202411,523760.68
sev30329,202403,575193.30
avscr77584,202409,518157.12
exchnhyld30341,202410,745222.54
corr78730,202408,725351.44
coraddass30350,202403,306260.31
cortlm32746,202404,435032.13
cornl22202,202408,719172.55
cosa33782,202403,619598.71
corho33020,202408,792417.75
corlo85704,202401,490206.94
corpc30342,202410,280637.90
hil30342,202408,520584.47
pinuhHL85050,202408,481313.34
eccoo32806,202408,576411.40
corcg33896,202412,579318.93
Lagpa33196,202408,815485.05
corp885345,202405,570280.85
cortlm32746,202409,423553.20
corhcoef34741,202402,514520.64
avpf30318,202411,159599.28
corct76123,202405,503240.24
sunri85704,202402,382261.99
bracm78209,202404,456718.96
corrn260654,202408,253.00
mintui280246,202403,402719.81
regoef28211,202405,247572.64
bat3b30339,202410,182515.47
corbawarba33764,202502,887251.50
courv85008,202403,619981.65
v627604,202404,487151.48
jeflbre230062,202401,534209.53
sunr43219,202402,269992.48
corsm83642,202501,537249.44
poroef30096,202401,684447.33
gatplhmc33025,202404,643549.74
harlhbre232707,202408,687812.51
corhiTL27519,202406,462076.80
poinoef28217,202411,443964.68
corlc75039,202401,696984.41
corct76123,202409,474430.90
hampl33196,202406,679375.24
sixty76116,202502,327811.84
lantcB75013,202412,445792.85
capcwbre228273,202501,386105.22
atra80021,202408,514156.70
corsb75035,202401,530411.36
corwvill275204,202407,-6165.50
lakr43026,202403,187637.08
venr77469,202410,418359.92
porpgs233409,202412,804689.93
cors75035,202501,460919.16
dompp30326,202403,498139.08
corro77019,202410,436543.07
villp4oef30080,202401,1016023.43
puret78261,202502,553946.43
villp1oef30080,202402,518535.93
pinuhHL85050,202412,475895.84
exchnhyld30341,202408,744942.80
courv85008,202402,626220.25
lakgpbre280239,202406,826217.64
sovc77494,202501,495392.33
attp77581,202406,210065.59
mintui180246,202404,277374.95
corpc22202,202408,1120677.33
casli85704,202403,222512.57
dechighlands,202405,696589.12
aubg30312,202404,275004.13
coronponce30030,202402,399475.63
pasbc78738,202405,420120.36
corf80020,202409,630063.60
corlc85718,202407,1137368.90
cors75035,202402,222932.15
cororoy75063,202410,804834.87
av27604,202410,470588.78
corhc33025,202408,565428.59
havr34747,202407,582421.99
retbcbre33510,202405,610322.83
mintui180246,202408,278457.15
uncbre228262,202409,436710.33
praircv75080,202410,845202.09
corpp85306,202411,592628.67
broadwcHL77573,202409,506310.35
colpo80206,202410,361636.45
dowbe80226,202412,335275.66
inkwg77084,202401,439242.33
corar78759,202405,533423.06
citfoef80021,202402,443738.59
abbl43110,202406,254599.41
rialbre75010,202501,445287.86
purlv75039,202401,562483.73
abbl43110,202412,254620.29
corwi30004,202409,490136.91
legpt77084,202408,337500.60
covri80233,202404,371373.22
cormckinney75201,202406,744003.58
watecbre230062,202501,845153.06
v627604,202501,443401.76
wrenn28216,202406,461203.30
esttaara80234,202407,830285.45
CorcM27519,202408,306701.68
corpc22202,202403,918237.06
aubg30312,202406,285894.29
echl30092,202403,516942.96
corgv80249,202404,557205.41
praircv75080,202406,881589.45
berpnabre243054,202403,315349.79
arbsbre27713,202410,478072.08
corrosscpCOMM22209,202401,0.00
coraddass30350,202405,313035.42
purlv75039,202407,556499.45
Corb85016,202405,690158.05
lake43147,202402,283924.29
corrn260654,202411,0.00
gatplhmc33025,202501,624936.89
rialbre75010,202412,456397.03
avpf30318,202404,159036.66
corrn260654,202502,0.00
casli85704,202404,233620.27
corp30342,202404,237626.19
havr34747,202404,577150.26
corna43054,202501,316182.74
dompp30326,202412,503790.13
harlhbre232707,202405,692393.25
bowbbre233616,202403,1070239.38
havr34747,202501,531752.48
coralamst180223,202401,458873.92
corsc85750,202406,264850.81
echl30092,202410,497418.99
corwvill275204,202401,1338.75
corwpwarba33401,202401,550772.29
adwr75078,202407,544215.39
astpoef30096,202406,453331.48
mintui280246,202410,409049.49
cornd28210,202411,496626.52
