AssetCode,MonthID,ActualAmount,BudgetAmount
villp3oef30080,202503,679300.25,712242.79
bowbbre233616,202409,1049928.15,1033610.91
corho33020,202406,770030.89,821259.28
v627604,202502,449917.16,448634.64
praircv75080,202412,844288.87,921261.55
courv85008,202412,605960.48,645571.96
corlo85704,202409,494277.33,497942.79
lints76021,202409,1414665.90,1398207.47
on80920,202502,247816.54,274418.26
huncoef28262,202407,376992.77,393648.63
corsm83642,202501,537249.44,537249.44
oveda32118,202407,289345.59,294907.38
corsf33619,202503,539195.43,558830.10
lantcB75013,202503,426602.87,451214.97
parwa78216,202411,523962.17,533464.99
fosc76137,202502,565667.86,1143505.32
covbbbre33716,202406,721652.33,726000.08
bowbbre233616,202406,1062967.31,1060170.88
garvbre75287,202411,735455.95,792540.37
becpbre75038,202406,644409.46,648813.26
courv85008,202409,617856.06,640344.59
lints76021,202412,1424001.67,1380015.23
corlo85704,202412,477065.27,502184.27
sev30329,202403,575193.30,592137.31
oveda32118,202404,278692.25,287807.39
mintui280246,202412,405328.76,438171.64
sunr43219,202502,278619.38,265319.20
barmlbre32703,202502,1086436.18,1089861.80
corn37209,202412,652332.77,661319.75
5thous75244,202408,527822.23,0.00
sunri85704,202410,405402.53,401591.30
huncoef28262,202410,376721.74,392275.97
oveda32118,202410,288343.81,301489.07
coruptala32701,202411,556626.97,626372.38
belv75025,202411,1052790.45,0.00
abbl43110,202502,257398.06,251779.06
avpfccbre76137,202401,345932.70,338398.20
stratpcr75034,202402,390624.32,412175.53
estspmbre278748,202405,634493.97,635184.40
hofbb76126,202404,365506.37,368760.15
resal43110,202503,513738.59,506629.55
norsu43074,202402,366156.48,362431.94
arlingapt22209,202407,10943.58,639041.54
dechighlands,202405,696589.12,729435.06
hampl33196,202503,647373.85,678576.88
hil30342,202409,502986.22,0.00
becpbre75038,202409,625395.30,634620.58
courv85008,202406,615243.24,636065.02
cortlm32746,202410,420034.06,433350.54
attbre30022,202402,487507.91,482449.40
15777qoef75001,202501,690638.71,690638.71
5thous75244,202405,435709.94,0.00
regoef28211,202501,231808.21,231808.21
avpfccbre76137,202404,324059.30,349852.10
adwg32821,202411,735831.18,780568.19
sunpo43074,202410,246104.98,251318.17
ams75034,202411,594350.76,634503.67
dowbe80226,202401,329744.63,325626.00
corb37209,202405,546290.92,576720.53
dechighlands,202402,694566.89,725578.35
sovc77494,202412,504471.71,518386.95
arlingapt22209,202404,91654.02,612539.38
stonvrcbre75063,202406,385796.86,405432.83
corub33428,202411,1312181.23,1416120.25
avps30318,202402,177915.11,129643.00
wrennl28216,202403,31956.52,61094.21
estspmbre278748,202402,646837.21,631281.13
corho33020,202403,795145.69,821831.22
cors30350,202412,377443.21,382513.68
hil30342,202412,510373.00,0.00
courv85008,202403,619981.65,632463.12
estspmbre278748,202408,627052.32,652746.45
bowbbre233616,202412,1064992.83,1022231.42
attbre30022,202405,482328.92,478844.04
corp30342,202501,232717.49,224723.23
avps30318,202405,136100.79,136926.00
5thous75244,202402,536510.93,0.00
avpf30318,202405,158331.21,155803.00
corwe75229,202501,1001405.22,1001405.22
corb37209,202402,549824.28,565183.13
capcwbre228273,202501,386105.22,397374.28
dowbe80226,202404,324532.83,331620.43
cortv30106,202502,432236.29,429383.50
Corb85016,202502,656769.70,638886.26
corbc27617,202406,355627.33,463750.58
galcbre33615,202503,538677.94,540105.59
villp1oef30080,202501,502892.53,502892.53
corr22209,202406,1110647.64,1407457.00
parlcbre33615,202502,383310.65,378062.27
porpgs133409,202405,872074.83,910006.96
cormidmia33137,202404,1091307.70,1163099.84
spc30092,202410,227575.22,276781.04
covccbre80231,202402,699577.57,719018.01
corml75204,202501,636010.51,636010.51
corwvill275204,202406,14338.75,0.00
jamsbre30043,202408,630545.74,633418.50
corwn37209,202401,749163.46,809737.96
corwpwarba33401,202405,576712.67,581587.58
dowbe80226,202407,316770.77,331745.43
bat2b30339,202501,474113.03,474113.03
covccbre80231,202405,702873.60,715661.92
corhcoef34741,202407,504153.44,513617.98
cormilld255415,202407,1055.70,0.00
hofbb76126,202407,311138.90,389820.43
corjp32822,202410,595015.83,630142.54
alngbre75063,202401,953339.70,979695.95
corse28203,202412,485807.58,603326.54
corrosscpCOMM22209,202401,0.00,0.00
cormckinney75201,202410,719013.03,784649.78
pinuhHL85050,202411,476633.54,500412.54
sixty76116,202402,343850.06,341108.88
cormckinney75201,202404,785081.93,744642.37
bat3b30339,202404,193826.38,206305.61
atra80021,202406,505972.80,510576.72
vers32771,202401,578787.17,598689.84
corwe75229,202411,1026755.37,1067511.35
puret78261,202401,568114.54,584109.99
porpgs133409,202402,896522.53,900858.32
hungl76021,202402,308475.63,302326.10
norsu43074,202501,364410.40,364410.40
corbc27701,202503,537978.51,561265.78
cormilld255415,202410,0.00,0.00
corbc27617,202403,304965.70,425458.50
uncbre228262,202410,429108.35,488994.92
ligw77064,202408,484161.36,467184.33
fairfccbre76137,202410,354044.16,376637.75
corub33428,202501,1309527.11,1309527.11
flatwhbre78245,202404,297544.41,288667.91
corwvill275204,202409,0.00,0.00
corwvill275204,202403,29310.50,0.00
cormidmia33137,202407,1179251.73,1190561.37
capcwbre228273,202411,388046.02,424127.29
tow2885016,202503,37018.00,35273.90
arrsbre285308,202502,653338.38,626195.57
sola27519,202401,410493.30,418776.35
cormilld255415,202404,0.00,0.00
corse28203,202409,479424.08,571059.67
sovbbre28262,202411,382653.64,392073.79
powgr43065,202402,544959.82,557701.03
hofbb76126,202410,351463.42,407594.54
dowbe80226,202410,328133.73,334197.90
hungl76021,202405,310439.61,305253.08
corri33578,202405,402567.85,494525.75
av27604,202501,486409.80,454391.48
corbc27701,202402,568057.94,0.00
attbre30022,202408,486877.47,471789.07
ves35205,202403,542809.44,555144.56
corf80020,202503,590637.22,615432.87
corch75056,202409,467656.17,515215.47
bat1b30339,202405,419902.12,433825.37
corro77019,202409,446030.45,417297.00
corr78730,202412,719289.06,775894.20
corgv80249,202401,566755.92,595012.43
ridvoef76116,202407,376180.93,392815.42
lakgpbre280239,202411,795335.11,806443.04
corci34787,202410,671914.84,708632.40
watecbre230062,202408,872546.55,888069.01
exchnhyld30341,202502,743673.54,709228.35
brook43068,202412,257128.48,267082.27
3131oef30033,202411,393665.51,428033.42
adwg32821,202405,771431.64,782102.01
5thous75244,202411,516427.20,0.00
wrenn28216,202412,463664.69,478369.24
bat1b30339,202402,421127.48,418141.06
corri33578,202408,516097.53,628624.62
cormc28262,202407,463071.92,560316.91
corsc85750,202404,251039.34,255906.85
attbre30022,202411,484776.01,461482.05
powgr43065,202503,562465.34,555121.41
corwvill175204,202404,462780.83,467621.13
corsb75035,202401,530411.36,540604.68
corrn160654,202502,502406.10,519582.58
ves35205,202406,542639.33,569186.12
avr30354,202502,231067.79,235797.07
garvbre75287,202405,768183.91,769861.29
chel8oef30096,202410,837642.82,853266.58
avpf30318,202411,159599.28,157723.00
stonvrcbre75063,202412,385378.78,407835.15
corhc33025,202503,565492.28,566209.48
lake43147,202409,286043.53,295372.62
corho33020,202409,830258.10,828646.42
allllbre32714,202412,897034.79,949627.55
bowbnbre233616,202412,1296256.28,1344235.80
watecbre230062,202411,846542.11,887824.31
corar85042,202502,320972.33,332614.89
adwg32821,202408,774327.76,783981.74
3131oef30033,202408,418217.21,433046.83
ridvoef76116,202410,367266.21,394788.75
olean30329,202501,612469.77,612469.77
corsk33177,202502,980603.14,1010353.55
corhcoef34741,202401,500034.38,513566.18
pasbc78738,202404,421868.78,449262.94
sarpmoef28105,202402,538766.82,542943.96
corontheriv83712,202403,409332.89,400716.42
harlhbre232707,202402,656418.04,690175.34
broadwcHL77573,202402,499968.87,492254.19
echl30092,202502,490952.41,476397.50
stonvrcbre75063,202409,401237.56,406880.48
corr78730,202409,711698.21,756461.13
dismvbre285209,202412,570151.97,568324.81
covri80233,202401,339855.87,343095.36
corpn280915,202405,212721.75,157752.60
stonbcHL76039,202408,759052.32,771110.23
bowbnbre233616,202409,1289952.99,1333283.46
corna43054,202501,316182.74,316182.74
havr34747,202502,532766.26,554216.12
avpf30318,202408,162848.42,156859.00
corsb75035,202404,511545.48,540838.71
corpn280915,202411,305425.09,336263.13
greho43016,202409,207304.44,218559.22
avscr77584,202405,508589.94,505735.33
avscr77584,202411,498852.63,510026.80
sovbbre28262,202402,392646.11,395913.08
sunpo43074,202404,250406.86,246635.15
corlo85704,202401,490206.94,489451.38
greho43016,202406,203388.34,213022.91
sovpr75035,202502,547805.71,568795.80
covri80233,202404,371373.22,374497.30
hofbb76126,202401,362951.52,363403.64
harlhbre232707,202405,692393.25,686365.62
corontheriv83712,202406,407962.24,415032.67
corml75204,202402,642096.70,651846.71
corr78730,202406,725912.76,742553.48
cosa33782,202503,606813.40,610754.05
norh77433,202503,528362.70,553290.39
uncbre228262,202401,482938.71,483324.26
corct76123,202503,486644.43,473596.55
rialbre75010,202502,451396.07,466498.97
bowbnbre233616,202406,1290132.01,1334318.32
avscr77584,202408,517126.24,506712.82
corci34787,202407,699094.03,704358.60
lake43147,202412,289006.63,298732.21
uncbre228262,202404,477120.40,491813.00
corsb75035,202407,538838.72,528793.07
cor2580534,202403,441205.40,429174.91
stonbcHL76039,202411,754013.29,773033.09
corp885345,202503,570633.48,561059.13
greho43016,202412,209288.28,218162.43
parcbre285016,202403,256350.80,264834.14
garvbre75287,202402,732137.61,765680.96
corww33578,202403,332097.88,328617.63
corpn280915,202408,291794.07,297367.98
corsc85750,202410,261908.05,261827.84
sunpo43074,202407,235619.31,249691.33
cormilld155415,202501,529817.86,529817.86
sovbbre28262,202405,410510.14,399225.62
corwi30004,202407,498493.49,532413.57
corsm85283,202405,696358.35,691919.88
aubg30312,202410,294972.80,275624.37
cosa33782,202404,614449.71,608349.59
balof80205,202401,601700.71,669202.28
coralamst280223,202408,0.00,0.00
corrosscp22209,202402,1304633.68,1557392.66
corn37209,202403,629360.62,655498.42
coralamst180223,202404,461937.20,476372.31
corjc30005,202401,779605.88,802182.67
corpc22202,202406,1071155.72,1653846.82
shend30324,202502,534135.97,560298.94
founHMC76039,202404,403871.62,0.00
broadwcHL77573,202408,510642.68,497026.22
cortm83642,202502,580560.60,582321.62
uncbre228262,202407,461593.87,489195.03
corct76123,202410,477125.67,552103.65
coralamst180223,202407,453449.52,479080.90
sola27519,202404,417368.04,422123.20
balof80205,202404,641410.37,679256.61
inkwg77084,202408,451619.26,449604.29
Lagpa33196,202401,819560.93,797794.01
corpn80917,202401,471435.68,440157.32
cornl22202,202412,731051.42,706875.75
corwi30004,202404,517950.65,520711.32
sovbbre28262,202408,396585.01,399888.11
parcbre285016,202406,257029.74,262661.39
corpn80917,202407,445091.01,473729.59
corsm85283,202402,684709.07,669675.27
luxscr77584,202503,571448.19,598791.56
corr22209,202403,1009130.34,1353465.00
purlv75039,202501,529985.06,529985.06
pasbc78738,202503,363952.12,399211.34
corpc22202,202409,1103455.13,1686646.30
corpc22202,202403,918237.06,1604404.16
corrosscp22209,202405,1379789.88,1583231.66
parcbre285016,202409,250609.27,265581.24
atra80021,202409,498350.23,516398.52
dismvbre285209,202502,595083.15,589182.67
cortm83642,202404,582810.70,569586.12
sovc77494,202501,495392.33,488821.47
corwi30004,202412,502594.89,540938.83
balof80205,202412,590343.76,676664.90
sixty76116,202404,342491.47,344697.17
shend30324,202401,557744.09,588080.42
corml75204,202410,652642.42,668901.67
sola27519,202412,391212.96,439009.01
corprovitp76015,202502,751188.91,771564.02
uncbre228262,202412,426922.75,490019.52
aubg30312,202501,275318.68,275318.68
sovpr75035,202410,570128.00,624773.16
cors30350,202406,392764.28,391249.14
corpb30305,202409,261316.17,0.00
echl30092,202407,499453.28,527056.07
shend30324,202407,563366.82,617693.85
bat2b30339,202503,453936.01,501419.21
corsv75035,202403,503155.19,514966.89
sev30329,202406,565618.10,596894.33
purlv75039,202503,523608.80,533497.42
ligw77064,202406,489864.93,468370.83
attp77581,202502,210556.33,199690.12
corpc22202,202401,989430.70,1535949.16
parbre2830076,202503,1004318.84,1047666.11
corb280226,202410,601686.11,0.00
hil30342,202406,561438.06,0.00
regoef28211,202404,250703.50,258660.67
ligw77064,202403,473274.76,470057.89
lexbre30004,202401,658534.59,642412.42
coralamst180223,202412,423343.30,487867.57
parcbre285016,202411,261858.86,266836.00
stonbcHL76039,202503,743520.50,754128.98
Lagpa33196,202502,807308.79,864299.24
aurfrbre227614,202401,414152.79,413079.52
corsm85283,202410,672642.43,689521.53
cors30350,202403,383220.35,390591.91
corco34747,202405,695143.69,0.00
cornl22202,202503,709127.81,713624.63
pinuhHL85050,202502,474027.62,468784.00
balof80205,202409,621831.88,675059.98
cords33442,202502,516422.95,519895.01
av27604,202409,481442.03,499157.81
allllbre32714,202501,911687.47,909758.98
fosc76137,202411,586254.67,1211973.24
artp75034,202410,541784.36,575755.91
praircv75080,202401,862102.87,900199.83
maslcbre77407,202407,431637.07,427994.75
cormc28262,202502,478607.40,439167.60
fosc76137,202405,598623.44,1213247.22
ech30030,202408,631222.19,708236.01
flatwhbre78245,202501,270723.58,273923.44
coraddass30350,202502,311461.61,297792.57
sev30329,202409,555872.44,595552.51
granr80920,202406,627353.60,663569.35
covbbbre33716,202403,712264.55,722912.38
kinco33186,202411,1057792.61,1088933.39
corscottm85259,202406,271510.67,299702.88
corscottm85259,202412,308870.57,316123.07
retbcbre33510,202410,586085.82,595025.30
cortm83642,202410,588123.66,575772.73
virbre30033,202411,755503.76,726509.88
wrenn28216,202404,464397.27,477237.03
corlc85718,202409,1132836.38,1125461.93
cormidmia33137,202501,1147539.07,1147539.07
presahB75093,202403,577883.29,586450.84
brook43068,202404,241665.81,255677.65
corwbbre233437,202401,570204.31,558356.41
virbre30033,202405,770572.13,768458.93
ech30030,202411,669870.05,684843.94
poroef30096,202401,684447.33,744829.57
vishccbre75063,202405,749046.95,782090.45
arrsbre285308,202403,675099.56,652228.67
tow2885016,202404,28409.64,39026.48
stratpcr75034,202502,379407.60,390282.23
copscbre77041,202406,528492.46,520177.66
corwvill175204,202502,531405.64,523794.33
ech30030,202405,669318.74,713803.35
fosc76137,202408,584081.42,1210438.72
maslcbre77407,202404,428265.66,432393.18
corscottm85259,202409,275471.65,310808.25
brook43068,202401,257655.12,253397.45
becpbre75038,202412,625857.20,621466.77
kinco33186,202405,991865.81,1005737.88
covccbre80231,202406,711607.39,712961.83
kinco33186,202408,1005697.24,1048395.88
presahB75093,202406,587006.94,587195.04
sixty76116,202401,351487.62,340896.59
copscbre77041,202409,540637.93,519908.21
cornona32832,202501,762446.14,762446.14
corar78759,202502,508259.36,509542.08
islcbre33615,202502,672612.68,674038.59
corlc85718,202412,1122689.92,1151997.83
cortm83642,202407,575807.91,574610.64
hungl76021,202501,315022.25,315022.25
astpoef30096,202503,428132.31,432646.50
tow2885016,202401,37632.40,38749.23
corl33612,202503,829808.57,825042.79
coruptala32701,202503,595634.19,623401.04
virbre30033,202408,783807.43,747971.01
villp2oef30080,202503,359712.00,362155.90
corse28203,202503,534288.68,559466.60
copscbre77041,202403,525720.88,521667.26
vishccbre75063,202402,765696.58,773125.56
hamrbre27713,202502,364222.45,376910.17
corwvill175204,202409,532904.10,541732.81
corrosscpCOMM22209,202404,10170.87,0.00
lakgpbre280239,202502,796644.98,799540.89
bat1b30339,202503,374753.99,393190.74
corri33578,202403,383499.04,404045.41
avf75219,202410,624965.10,663803.61
ves35205,202401,533317.94,540872.32
corho33020,202404,785570.64,818928.09
15777qoef75001,202402,682355.55,663774.34
wrennl28216,202402,29863.56,26442.66
granr80920,202412,639929.68,671239.54
lake43147,202404,275041.90,289445.56
v627604,202503,448852.33,454668.04
eccoo32806,202412,559590.40,588427.76
presahB75093,202409,591483.33,584154.28
corsk233177,202411,484725.93,506851.06
avpfccbre76137,202410,329784.33,350782.01
avr30354,202404,230703.99,228012.00
jefc43004,202410,323838.32,320292.44
oveda32118,202409,285209.44,299023.17
sunri85704,202411,401072.71,402307.29
villp4oef30080,202401,1016023.43,1038105.79
corlo85704,202503,457226.57,488533.55
villp2oef30080,202404,371894.71,353464.44
porpgs233409,202410,817263.45,822843.57
cormc28262,202412,471262.09,574856.85
villp4oef30080,202404,1038094.69,1054385.44
corrosscpCOMM22209,202407,9662.63,0.00
lake43147,202401,276849.79,284775.48
granr80920,202409,655232.23,667769.53
corbawarba33764,202503,875848.52,865734.87
coraddass30350,202403,306260.31,326020.78
avf75219,202407,648519.36,659021.82
courv85008,202407,624863.58,638391.50
corwvill175204,202412,533203.50,553918.14
ves35205,202404,531645.69,562336.88
corho33020,202401,784119.71,813244.91
maslcbre77407,202410,430134.62,425726.34
dismvbre285209,202404,626684.34,589428.38
corhiTL27519,202401,444839.57,0.00
legpt77084,202402,313423.76,310572.95
cortlm32746,202407,424988.20,441331.04
benb43004,202405,402495.44,411605.21
corpc22202,202501,1171581.59,1171581.59
corrosscp22209,202407,1377421.18,1602757.66
fairfccbre76137,202408,368030.43,375727.24
corpc30342,202409,292154.75,301851.82
presfbre278240,202412,569676.50,603953.55
corct76123,202405,503240.24,543013.08
corrosscp22209,202410,1392106.98,1695588.33
luxscr77584,202402,583524.65,581209.45
corrn260654,202411,0.00,0.00
puret78261,202503,555716.90,574655.46
cortlm32746,202401,430802.77,442027.04
corna43054,202406,313731.95,299205.95
praircv75080,202501,844648.91,844648.91
CorcM27519,202408,306701.68,335020.92
corpn80917,202402,470448.83,440183.53
corar78759,202402,541324.89,534674.82
lexbre30004,202501,648334.22,649627.82
tow2885016,202501,40087.00,40087.00
citfoef80021,202404,439950.42,460188.79
purcoc78748,202408,408848.41,401714.08
corpp85306,202401,590738.73,588164.89
covbbbre33716,202503,738031.03,722073.33
corri33578,202503,591545.70,601353.86
norsu43074,202502,359679.30,373354.61
hungl76021,202401,305062.80,303225.22
corw30067,202412,681327.69,0.00
allllbre32714,202401,889234.13,934365.65
luxscr77584,202408,572633.55,586433.42
corprovitp76015,202405,777461.98,773388.21
legpt77084,202405,330289.80,321095.87
purlv75039,202406,557035.08,565564.95
sunr43219,202410,262076.71,276723.79
corpc30342,202412,286506.26,288850.15
porpgs133409,202409,896360.50,911021.17
cords33442,202402,523530.46,505714.08
wrennl28216,202406,115641.60,163574.11
corwvill275204,202402,-23661.25,0.00
fairfccbre76137,202411,355382.65,377456.75
chel8oef30096,202402,878149.85,835373.66
benb43004,202408,393400.39,417807.38
corse28203,202406,544252.99,562475.61
arrsbre285308,202503,646056.77,630466.68
purlv75039,202403,557359.34,558944.12
3131oef30033,202503,377776.94,387407.13
corgv80249,202409,554994.00,612949.17
corch80203,202411,386146.68,405800.86
belv75025,202402,1064764.23,0.00
galcbre33615,202408,551127.90,555760.84
corjp32822,202406,626249.59,623131.94
alngbre75063,202503,952729.04,933251.21
wrennl28216,202409,218986.52,336540.09
corasRH75002,202404,767642.84,802333.89
corgv80249,202412,558228.76,620877.56
corpp85306,202404,612451.88,586593.00
corbc27617,202503,444708.39,438197.10
porpgs133409,202406,889191.63,909222.47
citfoef80021,202407,437962.26,471151.80
corwvill275204,202405,-6156.75,0.00
cormidmia33137,202401,1133875.25,1146570.63
legpt77084,202408,337500.60,321502.97
vizcbre77084,202403,438405.76,425166.64
attp77581,202402,197898.67,199772.80
5thous75244,202502,513867.08,515719.28
corpp85306,202407,582236.93,576740.43
brook43068,202501,262818.38,262818.38
sixty76116,202501,319500.19,319500.19
ams75034,202408,621217.75,629279.72
belv75025,202405,1013027.45,0.00
corasRH75002,202401,780254.39,784588.14
corch80203,202408,383945.19,402824.84
corse28203,202403,588642.90,584775.23
corjp32822,202409,603748.62,628272.73
galcbre33615,202411,540572.74,556123.31
corontheriv83712,202405,396201.88,412933.88
avps30318,202401,125533.46,129643.00
peypa43026,202502,180373.88,178594.42
resal43110,202401,487236.70,492533.47
corr78730,202407,734741.66,746246.23
stonvrcbre75063,202407,391542.26,406007.90
hamrbre27713,202402,399610.55,407922.45
ves35205,202501,503625.04,498646.09
bowbnbre233616,202407,1270944.78,1345285.85
estspmbre278748,202411,607260.61,672461.11
flatwhbre78245,202401,307642.78,318040.93
avpf30318,202406,158004.36,156091.00
chel8oef30096,202405,861323.18,851327.17
5thous75244,202403,498895.62,0.00
barmlbre32703,202411,1072489.39,1104376.36
olean30329,202410,651722.24,674534.61
attm30092,202503,415340.53,410510.94
parwa78216,202502,510141.30,527268.46
corci34787,202408,702062.54,705971.01
corch80203,202501,386252.96,386252.96
corsm83642,202407,517492.66,526425.17
attbre30022,202406,482659.99,477302.55
cosaoef233782,202408,388633.16,391284.39
corsk33177,202401,971516.84,999093.81
purcoc78748,202411,366529.29,396192.45
corwn37209,202501,758495.15,758495.15
villp1oef30080,202412,506124.70,550853.00
cords33444,202402,691223.27,705923.94
dompp30326,202412,503790.13,559587.01
corrn160654,202407,520208.93,503162.48
cortv30106,202503,431191.76,436468.60
lakr43026,202502,187906.84,190370.77
allllbre32714,202404,943579.46,940860.60
resal43110,202404,480943.33,495352.78
sarpmoef28105,202401,516175.83,540457.33
garvbre75287,202503,739774.61,734097.27
vers32771,202501,569498.21,571716.34
hampl33196,202502,662999.40,675208.78
stonvrcbre75063,202410,398538.55,406296.71
corbawarba33764,202403,892575.11,0.00
chel8oef30096,202408,847411.47,868560.93
bracm78209,202503,457509.72,447802.58
attbre30022,202403,490351.78,481215.97
exchnhyld30341,202411,749980.54,822009.50
15777qoef75001,202502,686450.70,677428.66
corci34787,202405,678049.32,698620.44
tradw77064,202402,500939.46,509681.41
5thous75244,202406,535141.88,0.00
corsm83642,202410,547985.68,535298.05
gatplhmc33025,202502,621235.05,629601.86
corub30342,202502,276922.45,269059.21
adwg32821,202410,722431.67,780742.81
corrn160654,202404,494894.78,494470.62
corsk33177,202404,1015242.83,1016171.99
cosaoef233782,202411,379379.44,394938.86
brisoef75056,202402,489073.88,512418.02
corr78730,202401,716244.64,732085.78
corbawarba33764,202406,863543.95,0.00
corf80020,202501,607875.95,607875.95
cors75035,202403,238916.24,214796.22
stonvrcbre75063,202401,399067.06,397786.39
coronponce30030,202502,451350.00,430531.06
corro77019,202501,439654.81,412103.00
barmlbre32703,202405,1097897.33,1120796.51
belv75025,202403,1050444.26,0.00
oveda32118,202412,280882.38,304321.70
avscr77584,202412,496816.61,510743.57
3131oef30033,202502,380091.26,381907.82
praircv75080,202407,875443.72,925857.52
belv75025,202409,1069422.29,0.00
estspmbre278748,202503,597078.69,615698.43
wrennl28216,202408,220308.76,263304.25
ams75034,202406,598058.66,624554.74
corf80020,202401,607493.44,604977.30
corub33428,202412,1304391.94,1417376.97
corub33428,202406,1283005.32,1363531.02
hampl33196,202411,627417.88,696946.67
avr30354,202407,233500.34,236371.00
corprovitp76015,202403,788073.66,773596.13
corbs78744,202410,505889.56,489268.12
peypa43026,202408,176867.78,186012.52
founHMC76039,202501,394344.51,394344.51
purlv75039,202404,552476.33,563576.59
hampl33196,202405,651441.40,649274.60
bracm78209,202406,455733.60,447554.18
rialbre75010,202503,444249.67,474997.91
coronponce30030,202402,399475.63,400426.00
gatplhmc33025,202405,656708.47,0.00
purlv75039,202401,562483.73,556965.22
corrosscp22209,202411,1390793.84,1703812.33
tow2885016,202412,40058.00,40236.91
corsc85750,202401,248507.87,238052.19
ridvoef76116,202501,351870.52,351870.52
ams75034,202409,601731.65,630781.26
5thous75244,202503,516146.21,520424.97
alngbre75063,202409,982356.67,958384.69
Corb85016,202407,666311.19,680124.04
vilc77054,202405,446653.95,468744.48
cormckinney75201,202502,666296.80,719790.54
olean30329,202502,605113.17,666222.07
courv85008,202401,620346.52,629970.30
corpc30342,202503,292039.60,283747.30
ams75034,202403,618170.47,622590.92
cortv30106,202411,449192.36,463235.23
avr30354,202410,244124.14,234201.00
becpbre75038,202404,636959.53,652834.39
parbre2830076,202401,952975.85,928312.38
corasRH75002,202402,768242.10,791708.33
wrennl28216,202411,319641.95,398379.52
corub33428,202409,1345793.25,1408782.03
corhp85233,202403,666793.71,633355.41
corbs78744,202407,508687.62,495672.32
cortlm32746,202501,439615.19,435887.37
hampl33196,202408,648850.48,691531.96
adwr75078,202410,543774.54,596651.20
fairfccbre76137,202502,336731.02,349240.38
corpn280915,202406,247923.32,214845.86
on80920,202503,246833.30,263194.48
corjp32822,202501,603749.07,603749.07
capcwbre228273,202503,406209.85,397416.91
puret78261,202409,577179.37,589691.98
alngbre75063,202412,962693.08,945102.34
attbre30022,202503,464092.83,473775.36
corse28203,202401,567065.98,590754.44
regoef28211,202410,241171.40,259583.12
jeflbre230062,202406,578023.04,552072.97
corsm83642,202502,536106.09,536106.09
vilc77054,202402,456091.90,466731.68
exchnhyld30341,202503,722289.36,736642.53
adwg32821,202502,758130.53,762083.91
corwe75229,202403,1057130.52,1063800.15
Corb85016,202404,690737.25,682803.49
corasRH75002,202405,770376.46,803202.74
stonvrcbre75063,202405,400327.64,403595.99
hofbb76126,202402,374084.52,371691.42
dechighlands,202403,698160.69,719308.35
legpt77084,202409,324487.76,321975.11
cords33442,202406,509196.88,506042.03
astpoef30096,202401,441215.29,443704.65
bowbnbre233616,202405,1281095.11,1318023.11
gatplhmc33025,202411,607177.08,0.00
coronponce30030,202408,417099.22,438411.57
cormidmia33137,202402,1112568.09,1152433.87
corf80020,202407,623771.03,623031.10
corwvill275204,202404,-1137.50,0.00
corct76123,202401,527572.33,523612.15
purlv75039,202410,545325.47,576344.17
pinuhHL85050,202403,501617.44,494955.97
colpo80206,202412,352400.63,393292.16
corjp32822,202402,637620.89,621196.87
corch80203,202407,390442.53,402953.74
corwpwarba33401,202503,651868.37,652963.91
corgv80249,202405,592419.45,599866.05
avpf30318,202404,159036.66,155515.00
galcbre33615,202412,554688.41,557048.66
corprovitp76015,202409,763682.75,764333.61
cormckinney75201,202412,698333.51,830540.89
corgv80249,202411,555351.68,617900.67
corse28203,202404,564117.04,571350.09
vishccbre75063,202501,709558.41,709558.41
sovbbre28262,202406,395714.78,399582.16
Corb85016,202503,656888.21,667268.08
avpfccbre76137,202402,345747.72,342242.62
cortlm32746,202411,433509.58,431400.72
corf80020,202404,607082.48,612798.92
legpt77084,202412,323907.50,323201.37
corwvill275204,202401,1338.75,0.00
norsu43074,202503,356446.59,372385.52
hofbb76126,202405,348325.14,371787.41
corprovitp76015,202406,770998.25,768766.04
corbc27617,202501,427077.95,427077.95
sarpmoef28105,202403,523525.64,544648.72
corbc27701,202501,531954.63,531954.63
porpgs133409,202410,890278.40,910869.89
corf80020,202410,631408.62,627712.90
purlv75039,202407,556499.45,568171.43
legpt77084,202406,327342.53,321538.88
bracm78209,202409,437223.70,448143.73
cords33442,202403,518769.34,507774.12
cormilld255415,202502,0.00,0.00
stonvrcbre75063,202408,396426.02,406763.23
corna43054,202402,301786.34,296435.87
bowbnbre233616,202402,1327212.64,1300706.87
corhiTL27519,202411,472069.62,0.00
bowbnbre233616,202408,1322974.02,1344277.04
coronponce30030,202405,391659.73,429478.55
chel8oef30096,202403,838771.29,840742.48
corse28203,202407,519816.98,570557.66
avpf30318,202407,164958.32,156571.00
corjp32822,202405,640677.19,626205.22
bracm78209,202412,448644.41,447818.45
chel8oef30096,202406,856331.06,855719.92
sovbbre28262,202409,381899.71,395626.93
gatplhmc33025,202408,638568.04,0.00
peypa43026,202411,179335.39,187448.08
purcoc78748,202412,379718.41,391890.95
dowbe80226,202402,332207.14,326674.80
corch80203,202410,372424.30,405008.13
corgv80249,202408,574592.97,611478.28
corhcoef34741,202502,472789.01,471211.12
corco34747,202501,709071.31,709071.31
greho43016,202410,215302.19,218431.81
atra80021,202501,503079.66,496368.28
presfbre278240,202408,587361.28,591168.39
sovbbre28262,202403,392472.98,398214.39
sixty76116,202503,321201.94,330100.18
alngbre75063,202502,942684.74,932072.00
coraddass30350,202503,305117.78,294147.19
abbl43110,202401,241815.29,251533.11
