AssetCode,MonthID,ActualAmount,BudgetAmount
emepa43081,202401,315556.35,313209.39
corrosscpCOMM22209,202502,0.00,0.00
flatwhbre78245,202411,277136.19,327781.14
exchnhyld30341,202401,799176.39,784525.83
covri80233,202403,363718.39,365125.25
granr80920,202502,646752.67,687947.51
lakgpbre280239,202406,826217.64,791528.70
villp1oef30080,202405,535708.30,531512.23
estspmbre278748,202401,643697.83,629333.55
hamrbre27713,202412,362773.20,403933.78
rialbre75010,202401,470963.14,476898.10
poinoef28217,202401,448911.43,464450.18
bat1b30339,202407,415653.02,436922.67
dowbe80226,202503,322772.48,333076.36
ridvoef76116,202405,380310.83,389838.85
v627604,202407,472190.89,493989.54
corar85042,202407,334888.52,361455.86
berpnabre243054,202406,313731.95,299205.95
3131oef30033,202403,424586.39,426990.30
avps30318,202408,126337.26,136926.00
bat1b30339,202410,381396.37,437532.44
mintui280246,202503,397642.59,416938.62
dompp30326,202402,502846.24,557644.25
corsb75035,202406,542394.93,532197.26
covccbre80231,202409,716758.92,696249.52
av27604,202403,489671.75,498954.42
wrenn28216,202410,463395.74,476398.11
bat3b30339,202408,194640.89,207652.15
watecbre230062,202406,875062.59,887175.18
capcwbre228273,202404,404213.44,427419.28
parlcbre33615,202409,374761.03,396633.80
corww33578,202402,335846.73,328186.56
sunri85704,202501,389866.99,389866.99
corsk233177,202501,484677.21,485667.12
corsc85750,202502,261184.12,259904.68
cormilld155415,202410,547483.16,529859.50
mintui180246,202409,268792.99,289224.31
capcwbre228273,202401,412103.40,424660.84
watecbre230062,202403,863841.69,877009.44
lakgpbre280239,202403,827205.52,798123.33
estspmbre278748,202404,637208.37,632872.34
avf75219,202503,631153.58,625665.08
av27604,202406,487437.47,499651.35
cororoy75063,202503,753886.82,766933.48
dompp30326,202405,552505.00,576320.69
cords33444,202412,692928.54,716049.44
villp1oef30080,202402,518535.93,522944.68
purcoc78748,202401,402992.90,415876.31
flatwhbre78245,202408,298798.35,308432.69
eccoo32806,202502,565376.43,559352.70
clubc77095,202403,348232.62,338023.71
courv85008,202503,598229.21,609014.11
corlc85718,202406,1160113.94,1112279.88
corscottm85259,202403,249232.57,268496.20
cosaoef233782,202401,397432.94,387554.20
ridvoef76116,202402,374132.90,377710.46
corww33578,202405,320146.69,328418.34
wesls80124,202402,774692.66,786823.26
capcwbre228273,202407,406007.19,430996.74
corar85042,202404,342508.68,353724.48
watecbre230062,202409,872656.00,885227.24
porpgs233409,202503,823641.89,834536.44
covccbre80231,202412,670661.89,681363.45
resal43110,202411,497931.34,508050.19
jefc43004,202503,329754.71,329860.73
wrenn28216,202407,475573.80,475207.07
avps30318,202411,135001.14,136926.00
avpfccbre76137,202503,317382.51,338457.76
olean30329,202403,655703.05,677735.52
mintui180246,202412,268458.86,294956.08
sovpr75035,202407,570522.82,625786.40
covri80233,202409,391048.35,386723.67
uncbre228262,202409,436710.33,479670.61
pasbc78738,202502,362205.85,408153.73
echl30092,202404,503264.28,522974.73
rialbre75010,202407,477205.52,481081.51
poinoef28217,202407,452280.71,468783.79
cormlc75204,202406,0.00,0.00
havr34747,202404,577150.26,582833.09
cormlc75204,202409,-42857.46,0.00
capcwbre228273,202410,400332.69,425337.28
cornd28210,202405,511946.43,544852.17
corwpwarba33401,202401,550772.29,573988.23
covri80233,202412,349334.96,392716.86
corww33578,202408,321406.45,329588.87
cornd28210,202411,496626.52,548102.93
pinuhHL85050,202409,479663.77,499553.48
exchnhyld30341,202404,776117.73,811581.56
Lagpa33196,202403,772687.59,808911.80
corhcoef34741,202403,524823.79,513971.31
olean30329,202406,683655.26,683856.28
parcbre285016,202408,269455.63,264475.95
cormckinney75201,202406,744003.58,747640.20
sunpo43074,202412,251883.14,251565.26
covri80233,202406,359197.85,375862.53
corrosscpCOMM22209,202503,0.00,0.00
lakgpbre280239,202409,780665.43,797259.93
rialbre75010,202404,477096.83,480150.93
powgr43065,202501,560540.35,560540.35
havr34747,202407,582421.99,584986.90
cormlc75204,202412,0.00,0.00
poinoef28217,202404,458396.92,466708.78
sovpr75035,202404,584801.06,625205.68
jamsbre30043,202501,605598.23,609181.42
corr78730,202411,717036.94,769158.58
v627604,202410,451196.32,494589.91
uncbre228262,202406,455284.02,489676.02
ridvoef76116,202408,374178.94,393580.88
lakgpbre280239,202412,799183.81,806583.68
corww33578,202411,294101.35,329633.56
cornd28210,202408,498402.74,546715.11
havr34747,202401,577158.10,579180.88
corhcoef34741,202406,497312.43,513732.61
sunpo43074,202409,242846.45,250949.38
pinuhHL85050,202412,475895.84,501672.02
cormckinney75201,202403,785128.19,748421.80
corco34747,202402,606749.07,0.00
corpn80917,202502,428973.01,436052.94
corasRH75002,202501,760869.12,760869.12
corsm85283,202407,698147.47,693775.56
corwi30004,202409,490136.91,533551.27
cortm83642,202401,565733.27,554042.59
virbre30033,202402,769410.63,767228.31
corpb30305,202412,426684.43,0.00
arbsbre27713,202401,481453.02,479420.85
bowbbre233616,202403,1070239.38,1069930.68
casli85704,202402,222627.44,204940.56
sanbcbre85226,202502,406115.30,387637.65
arlingapt22209,202501,429062.24,429062.24
ech30030,202402,671931.22,690330.70
corp30342,202412,231183.52,230913.87
echl30092,202410,497418.99,521317.13
corcg33896,202503,585305.72,576353.27
pasbc78738,202412,415425.37,479057.53
corhp85233,202502,622150.55,629605.83
shend30324,202404,575094.89,602392.47
corbs78744,202401,499264.52,511503.02
rialbre75010,202410,467769.84,471086.88
corn37209,202501,645781.59,645781.59
broadwcHL77573,202410,508957.75,497933.72
hil30342,202403,524353.06,0.00
regoef28211,202401,253270.74,259185.12
corhcoef34741,202409,503013.03,511529.07
coralamst180223,202409,434861.80,482370.27
avr30354,202411,227278.96,234666.00
legpt77084,202411,329351.52,322931.08
cortv30106,202410,438026.82,463497.93
corf80020,202405,614099.96,616247.88
corlc75039,202404,684866.67,686233.58
garvbre75287,202410,720924.86,789877.13
wrennl28216,202412,324180.33,398796.60
ves35205,202411,526809.45,564017.58
dompp30326,202502,484915.49,522210.25
hampl33196,202409,657726.76,693436.49
corbc27701,202410,559666.51,0.00
vers32771,202408,585988.94,599468.62
corro77019,202411,438436.45,420425.00
corsm83642,202503,523646.85,534543.29
15777qoef75001,202409,703404.18,726475.12
corwpwarba33401,202501,642432.01,642432.01
adwg32821,202503,778480.63,768320.04
jeflbre230062,202407,578327.47,553785.54
lantcB75013,202411,459971.65,460186.51
sunri85704,202401,371332.17,356358.04
jamsbre30043,202404,644311.15,643457.40
corwn37209,202411,773326.87,815720.52
cortv30106,202407,461373.42,463689.83
corwe75229,202404,1051041.08,1068940.77
corsk233177,202401,494358.33,477881.98
vilc77054,202406,467557.71,470015.05
hampl33196,202412,628357.94,695827.75
eccoo32806,202402,564831.33,577537.63
jeflbre230062,202410,541868.54,542845.73
corbc27701,202407,571576.96,0.00
corsc85750,202402,235905.30,245090.28
15777qoef75001,202412,694822.29,720419.64
hampl33196,202406,679375.24,665330.97
corub30342,202412,265219.72,296643.51
corhc33025,202501,579112.95,579112.95
porpgs133409,202412,899009.74,902113.66
corlc75039,202407,685492.57,690339.91
vers32771,202411,588397.37,602164.13
corwe75229,202401,1052399.44,1042678.01
cosaoef233782,202501,377678.94,377678.94
corgv80249,202406,587970.22,598854.85
lakr43026,202409,189757.68,195388.20
jamsbre30043,202401,640613.27,645870.40
exchnhyld30341,202501,754676.09,754676.09
vishccbre75063,202502,708509.75,722303.66
corwn37209,202408,780296.40,808526.63
avpfccbre76137,202403,335703.32,347043.47
olean30329,202503,612042.26,645858.07
corga33782,202405,605313.09,598098.76
cors30350,202503,378334.32,372975.47
corwe75229,202410,1031156.04,1072288.16
cormilld255415,202411,0.00,0.00
norh77433,202402,564706.85,569542.57
parwa78216,202412,517079.83,532178.47
cosa33782,202402,610863.63,601403.03
corsc85750,202405,262117.29,259441.00
corontheriv83712,202501,394653.76,394653.76
cororoy75063,202406,769072.76,774414.40
hofbb76126,202406,330650.43,380020.95
corr22209,202402,1024738.80,1343393.00
coronponce30030,202406,403046.24,432300.55
bowbbre233616,202503,1066369.85,1046885.67
corna43054,202403,315349.79,296449.09
barmlbre32703,202501,1059484.33,1081448.86
norh77433,202408,541519.76,575576.47
harlhbre232707,202410,660532.60,679968.13
bracm78209,202410,439634.88,447906.27
corf80020,202411,614936.17,629483.81
sovbbre28262,202410,385600.54,393604.57
coronponce30030,202412,437763.96,437418.34
atra80021,202410,494908.96,518304.48
hofbb76126,202409,340541.15,399226.04
cororoy75063,202403,776017.68,781299.53
corp885345,202408,574084.40,610222.27
gatplhmc33025,202409,633263.16,0.00
peypa43026,202412,179604.67,188222.19
corco34747,202502,696173.06,711339.71
dowbe80226,202403,323937.58,327755.60
atra80021,202404,495018.11,505059.01
norh77433,202405,566691.67,572340.11
harlhbre232707,202407,692502.65,683654.94
garvbre75287,202407,760449.70,776476.16
abbl43110,202503,257884.59,255121.27
lakr43026,202412,188939.49,196855.75
cosa33782,202405,613359.57,616279.99
hofbb76126,202403,375500.51,373963.09
corlc75039,202401,696984.41,687606.81
mintui280246,202403,402719.81,418690.37
corr22209,202405,1062082.60,1399673.00
cormilld255415,202408,1055.70,0.00
gatplhmc33025,202412,613577.91,0.00
coronponce30030,202409,429451.58,437225.57
corf80020,202408,631034.96,625473.45
adwr75078,202406,553080.91,586202.27
cor2580534,202501,425923.65,425923.65
corp885345,202411,542172.99,619458.22
dowbe80226,202406,326418.99,331970.80
corp885345,202405,570280.85,602062.25
corwe75229,202407,1060047.13,1076787.45
aurfrbre227614,202501,416254.55,404772.31
sovbbre28262,202407,399845.24,402562.35
corpn280915,202410,310833.81,324215.03
atra80021,202407,501115.54,513235.76
corpc30342,202406,295872.59,307465.42
corcg33896,202403,409793.04,449237.79
benb43004,202402,408531.76,407362.53
arbsbre27713,202501,468909.13,457964.36
ams75034,202402,602092.90,621140.14
founHMC76039,202409,402930.64,0.00
corwbbre233437,202501,584706.22,567594.71
corrn260654,202405,0.00,0.00
dismvbre285209,202401,616145.80,593912.68
casli85704,202502,221395.11,216925.46
corhiTL27519,202404,454932.52,0.00
cortlm32746,202404,435032.13,445319.04
corwvill275204,202408,24662.00,0.00
fairfccbre76137,202405,348479.06,371378.29
adwr75078,202409,540963.80,594244.26
watbre278748,202402,520811.63,506893.12
avscr77584,202503,490859.08,505408.40
sovc77494,202401,501539.90,497891.09
corpp85306,202410,606264.74,563861.27
corct76123,202408,490198.06,551394.38
CorcM27519,202405,320655.36,329626.21
corrn260654,202408,253.00,0.00
esttaara80234,202503,891854.57,895598.09
cors75035,202502,399050.49,335466.20
corna43054,202409,321941.08,302641.10
luxscr77584,202405,596667.71,585480.48
brisoef75056,202501,463948.24,463948.24
corjp32822,202412,603827.48,634145.16
belv75025,202408,1067281.75,0.00
corsv75035,202503,487415.81,483892.35
ams75034,202405,606335.11,623611.59
corub33428,202503,1327474.32,1311452.26
citfoef80021,202401,448184.00,458994.22
corprovitp76015,202402,768071.51,770085.20
corr22209,202501,1129218.48,1129218.48
founHMC76039,202412,396409.12,0.00
corjc30005,202406,810081.95,816869.47
cor2580534,202411,413644.22,434562.13
corbs78744,202501,485224.23,485224.23
hungl76021,202404,310680.32,303514.00
capcwbre228273,202406,423031.64,432593.34
villp2oef30080,202406,362809.07,358270.64
porpgs233409,202408,831418.73,816835.75
stratpcr75034,202410,401105.68,424719.99
parlcbre33615,202407,391479.86,399778.25
cormckinney75201,202402,807543.48,807543.48
bat3b30339,202406,203981.23,208178.76
villp4oef30080,202403,1048297.23,1045312.00
greho43016,202403,203504.35,208339.55
peypa43026,202401,177802.01,177252.85
cormckinney75201,202405,758725.35,744376.15
colpo80206,202402,356824.96,368824.91
corwvill175204,202410,532691.53,548014.85
cormilld155415,202412,526859.67,529520.24
galcbre33615,202402,557775.56,553075.95
granr80920,202503,644193.97,658738.61
bat1b30339,202408,409257.63,439044.12
corct76123,202411,480505.60,554675.66
corpc30342,202403,289565.52,302616.21
pasbc78738,202501,398049.14,398049.14
cormidmia33137,202412,1146761.92,1266820.31
hofbb76126,202412,364012.45,415497.28
astpoef30096,202411,446143.86,445928.35
villp2oef30080,202409,364999.52,365133.67
hungl76021,202407,318213.17,311319.66
virbre30033,202502,723955.22,740441.81
wrenn28216,202501,467735.92,460040.62
corna43054,202412,307689.95,303304.95
dowbe80226,202412,335275.66,338027.27
ridvoef76116,202404,379056.62,386994.87
parlcbre33615,202410,379313.93,396130.74
bat3b30339,202409,184438.85,205776.39
villp2oef30080,202403,354123.92,351199.08
porpgs233409,202411,798688.16,820233.49
sovc77494,202404,500267.44,506173.75
bat3b30339,202403,191321.95,203299.25
villp1oef30080,202409,522332.85,540302.19
porpgs133409,202403,896272.09,901871.71
presfbre278240,202401,577344.10,581081.17
galcbre33615,202405,547106.30,554632.53
CorcM27519,202411,313159.76,338618.24
covri80233,202407,363995.60,385614.70
avf75219,202406,652870.26,666483.66
corn37209,202401,630706.90,657293.42
eccoo32806,202503,568544.06,564487.14
attp77581,202405,203704.98,200054.97
uncbre228262,202501,432393.16,429611.15
bat2b30339,202406,519744.32,540835.87
attm30092,202401,413669.58,0.00
cororTL27612,202503,327032.92,324236.00
cosaoef233782,202402,399054.90,388013.46
sanbcbre85226,202402,391527.63,393099.38
v627604,202411,440620.87,494742.37
bat3b30339,202412,175036.32,203827.06
corww33578,202406,327293.86,328948.55
aubg30312,202404,275004.13,270011.71
lakgpbre280239,202503,768831.37,808914.54
jamsbre30043,202410,621506.85,621893.70
corpn80917,202405,468958.42,457243.99
attfm75201,202407,405148.01,408456.28
mintui180246,202503,256947.95,276349.37
flatwhbre78245,202412,281357.73,333547.76
luxscr77584,202411,597271.89,590544.16
villp1oef30080,202406,534771.43,533951.89
avf75219,202409,641125.91,661591.54
corrn260654,202402,0.00,0.00
purcoc78748,202405,412360.16,409527.15
aubg30312,202407,283290.05,269548.14
cormd77004,202410,685668.29,716266.28
lints76021,202501,1406951.61,1406951.61
venr77469,202502,422576.00,410296.76
corn37209,202404,630415.94,655376.11
sanbcbre85226,202405,407946.81,400416.33
benb43004,202411,400431.85,422129.25
bat2b30339,202409,489368.89,560840.13
corml75204,202502,640334.52,654219.09
parwa78216,202403,539289.53,533228.13
corsk233177,202502,480167.41,491768.65
corb280226,202502,555990.75,608622.93
attm30092,202404,414715.05,0.00
cosaoef233782,202405,393794.56,388454.91
bat1b30339,202411,394005.42,439388.27
coruptala32701,202403,557763.14,582153.11
corww33578,202409,310320.12,330492.04
islcbre33615,202402,705336.11,689250.35
balof80205,202501,593237.29,593237.29
aubg30312,202401,257677.39,256777.30
attfm75201,202404,390738.13,402641.95
attfm75201,202410,386086.64,406703.92
lakr43026,202403,187637.08,186387.82
corwi30004,202501,491636.76,491636.76
sunri85704,202502,397621.55,399033.57
corpn80917,202408,445599.32,477697.79
jamsbre30043,202407,621258.80,631914.47
bowbbre233616,202401,1083658.80,1068937.32
sunpo43074,202411,246007.76,251392.44
allllbre32714,202407,942015.66,946571.83
attp77581,202411,205890.00,201651.95
sanbcbre85226,202408,388311.91,405694.15
cornd28210,202412,487601.71,548199.97
echl30092,202408,507902.84,523289.81
corscottm85259,202410,284005.98,312497.28
havr34747,202408,582957.97,588080.60
becpbre75038,202501,622449.03,624144.59
covbbbre33716,202401,739332.58,723023.80
bat2b30339,202412,467151.66,567333.84
villp3oef30080,202501,683191.45,683191.45
poinoef28217,202408,452935.64,467759.24
inkwg77084,202402,452808.50,443527.89
parcbre285016,202412,265495.77,267661.35
copscbre77041,202410,542179.83,520196.27
islcbre33615,202411,706891.51,692340.89
islcbre33615,202405,680806.60,694602.22
cornd28210,202409,490656.55,547939.97
corar78759,202503,508828.94,514314.63
stonbcHL76039,202412,752978.93,772467.05
coruptala32701,202406,555419.43,595811.46
aurfrbre227614,202402,426497.32,413327.60
jeflbre230062,202503,509142.94,549208.14
sunpo43074,202408,246472.03,250194.79
corontheriv83712,202402,393435.56,399189.98
lantcB75013,202501,442301.97,446157.16
cosa33782,202501,613635.91,613635.91
dompp30326,202409,552968.12,569165.92
bowbbre233616,202404,1070188.12,1068208.97
attp77581,202408,210730.24,201154.04
cors30350,202404,387591.31,391108.47
covri80233,202410,371599.05,388144.29
corww33578,202412,298295.16,328357.90
corlc75039,202503,631937.01,661360.19
covbbbre33716,202404,708253.56,723108.31
corr78730,202410,708555.26,764157.13
poinoef28217,202411,443964.68,469090.28
allllbre32714,202410,902393.84,945292.96
cormlc75204,202405,0.00,0.00
islcbre33615,202408,684486.02,692600.26
cormlc75204,202408,42219.46,0.00
havr34747,202405,579777.55,581200.11
inkwg77084,202405,450644.40,446537.81
corrockrim80919,202502,202194.18,209172.20
stonbcHL76039,202409,763502.64,768658.32
corci34787,202411,669627.10,708552.64
sovbbre28262,202502,390444.91,380346.12
alngbre75063,202403,973615.74,981050.80
greho43016,202503,210628.51,210399.15
atra80021,202408,514156.70,515456.63
vishccbre75063,202408,761427.74,785085.94
galcbre33615,202502,547923.81,545188.43
retbcbre33510,202401,599290.59,615422.37
puret78261,202403,587018.01,583550.77
cors75035,202402,222932.15,241662.07
cormilld255415,202412,0.00,0.00
corbc27701,202405,568956.40,0.00
corr22209,202401,1064314.09,1329932.00
corub33428,202403,1336479.47,1343071.14
harlhbre232707,202411,644285.72,679186.89
coronponce30030,202501,451128.00,451128.00
legpt77084,202502,327570.26,308594.05
tradw77064,202404,518170.99,510746.05
corsm83642,202412,533544.17,538842.01
corhcoef34741,202412,488650.76,511718.21
atra80021,202411,494022.83,520362.93
Corb85016,202410,677835.22,682306.20
corrn160654,202402,498058.28,490444.06
corwpwarba33401,202410,627038.19,658680.30
norsu43074,202410,378768.78,377327.76
sixty76116,202407,336103.19,342863.70
sola27519,202409,411099.51,433906.81
corbc27617,202411,425081.20,512702.33
corw30067,202501,698768.91,698768.91
vilc77054,202408,464269.35,472009.24
garvbre75287,202502,740004.89,727716.49
corwn37209,202412,759199.36,811306.49
eccoo32806,202403,569608.04,577194.81
corga33782,202407,594126.74,601220.33
ves35205,202503,497101.09,510973.70
harlhbre232707,202408,687812.51,680217.99
casli85704,202410,230009.87,223331.65
brisoef75056,202404,496541.00,519515.07
mintui280246,202404,411697.65,420715.45
arbsbre27713,202407,487334.21,488614.61
corsv75035,202406,509831.36,516120.15
corsv75035,202412,468312.82,528945.28
corr22209,202404,1054238.06,1391678.00
cors75035,202405,304713.00,297173.67
corpc22202,202410,1056734.35,1731464.68
coralamst180223,202406,456827.29,475380.82
corontheriv83712,202409,399663.58,425025.37
corbc27701,202408,569953.15,0.00
corhc33025,202406,506448.53,528799.07
shend30324,202410,568854.81,612558.27
corci34787,202401,651515.16,676698.37
vers32771,202412,568931.68,604523.57
corci34787,202404,680760.53,694606.56
barmlbre32703,202407,1131453.94,1113564.90
cors75035,202408,392391.79,375517.24
granr80920,202403,631115.74,663035.10
esttaara80234,202403,802003.01,835488.40
corrn260654,202502,0.00,0.00
corco34747,202408,722317.79,0.00
brisoef75056,202407,503837.57,519823.77
inkwg77084,202502,456546.98,435358.35
corrn160654,202405,264924.39,500163.32
praircv75080,202404,886012.41,914513.36
villp4oef30080,202503,989212.84,1018289.49
corsk33177,202405,1005258.22,1017504.22
corsf33619,202411,539420.54,583443.29
corwn37209,202409,783983.58,808697.63
cororTL27612,202403,324973.78,0.00
corrn160654,202411,532041.01,505948.14
mintui280246,202401,389679.39,406352.51
brisoef75056,202401,494054.28,502002.36
corga33782,202404,603936.23,598274.64
corhiTL27519,202501,465143.87,465143.87
pasbc78738,202401,424063.49,439915.48
corwbbre233437,202404,570571.94,568752.61
corr22209,202407,1081737.88,1414921.00
corsv75035,202409,488304.14,522969.89
arbsbre27713,202404,461774.35,481303.15
corbc27701,202411,565708.36,0.00
covccbre80231,202403,706939.09,718626.37
coralamst180223,202403,439945.15,472527.03
corpc22202,202407,1103623.74,1667063.30
vers32771,202409,572406.66,598964.14
chel8oef30096,202502,795760.59,800814.96
av27604,202412,470793.44,501050.71
retbcbre33510,202407,607700.37,606007.13
lints76021,202401,1348686.99,1295060.43
esttaara80234,202406,862550.92,845237.27
wrenn28216,202401,464339.34,475487.66
corhc33025,202409,572731.83,575337.53
corco34747,202411,716888.61,0.00
corsk233177,202402,487074.27,483381.98
huncoef28262,202502,346112.14,365072.29
corrn160654,202408,528573.50,502591.09
sunri85704,202402,382261.99,367190.01
corsk33177,202402,1027348.86,1013019.31
atra80021,202405,500983.64,506453.46
lakr43026,202503,191999.78,187172.69
corwbbre233437,202503,582066.75,581607.09
norh77433,202404,576773.47,571034.22
becpbre75038,202401,624171.36,650643.78
cororoy75063,202410,804834.87,749153.37
garvbre75287,202406,760455.04,772155.72
corpp85306,202405,588644.89,583925.00
presahB75093,202412,577205.47,593273.55
chh37013,202412,452513.55,0.00
courv85008,202404,616201.99,633368.84
vizcbre77084,202404,431845.89,426093.33
lints76021,202404,1366037.36,1356302.30
esttaara80234,202412,915798.96,888941.86
corar85042,202503,326573.06,332569.30
corp885345,202412,548269.54,621530.37
corar78759,202403,547705.41,536698.71
corpp85306,202408,605832.21,572914.45
cor2580534,202502,419762.16,417896.97
watecbre230062,202502,812926.07,849418.34
corsf33619,202501,537666.18,537666.18
corsk233177,202405,498841.97,482484.81
praircv75080,202410,845202.09,924873.61
cords33444,202502,696177.75,682735.19
aurfrbre227614,202502,422770.80,405850.22
belv75025,202406,1054458.59,0.00
sunri85704,202405,393573.95,394950.78
lexbre30004,202502,646052.49,649295.17
jeflbre230062,202403,554692.66,542213.78
avscr77584,202409,518157.12,508620.03
corsk33177,202501,998664.54,1008909.34
corpn280915,202409,304015.48,316929.69
cosa33782,202401,606185.15,596138.64
garvbre75287,202403,755439.76,768334.64
cororoy75063,202407,787772.71,766270.02
mintui280246,202407,420072.61,425402.20
eccoo32806,202406,577584.61,582496.32
norh77433,202401,547214.08,568401.84
esttaara80234,202409,867453.77,874154.84
wrennl28216,202405,70218.37,124504.22
hampl33196,202402,589617.01,631927.31
vizcbre77084,202401,435166.74,423811.99
corp885345,202409,575538.23,613596.07
huncoef28262,202412,363878.21,391701.57
vizcbre77084,202407,437377.53,424764.51
cororoy75063,202404,775138.17,787885.99
corpn280915,202412,310319.89,336663.38
arbsbre27713,202410,478072.08,484722.45
wrennl28216,202503,371077.20,380267.28
avf75219,202501,618937.04,618937.04
corwi30004,202406,510795.76,530287.10
cosa33782,202403,619598.71,603959.38
mintui180246,202411,283321.98,292731.34
citfoef80021,202501,435515.53,435515.53
sorpp27560,202405,419517.08,432634.16
coraddass30350,202405,313035.42,327544.53
corar85042,202402,324959.76,341623.46
corwbbre233437,202412,584560.77,592285.41
hamrbre27713,202401,383102.15,407295.37
coralamst280223,202409,-7608.48,0.00
cosa33782,202409,593829.02,631816.51
norh77433,202409,557757.99,575348.24
corrockrim80919,202404,163486.30,185376.10
watbre278748,202405,497409.42,508413.55
cormlc75204,202410,0.00,0.00
cornd28210,202404,519456.39,546245.32
cororoy75063,202402,770012.84,783756.01
vizcbre77084,202409,439446.65,419647.60
cortm83642,202501,583869.93,583869.93
corsk233177,202410,488170.80,505556.09
eccoo32806,202411,568155.63,587423.05
islcbre33615,202410,686738.71,692182.11
corar78759,202408,533082.47,537115.76
jeflbre230062,202408,557719.56,552545.00
mintui180246,202408,278457.15,288459.08
aurfrbre227614,202407,418484.06,418188.18
cords33444,202401,682336.13,700100.97
aurfrbre227614,202410,411096.15,421903.12
corhp85233,202408,648413.84,619729.15
jeflbre230062,202411,534331.13,540615.58
corsm83642,202401,526294.17,508295.85
corp30342,202401,239079.12,244113.23
cornona32832,202412,748503.86,744366.38
corsm85283,202401,694467.46,668467.81
corasRH75002,202407,778563.55,799992.12
avr30354,202405,243293.53,230642.00
corch75056,202503,427779.33,441722.69
corhp85233,202402,653281.53,635806.91
corro77019,202503,416148.04,412081.37
corrosscp22209,202502,1366856.73,1376043.88
parbre2830076,202406,1040941.13,1026143.92
hampl33196,202403,581031.22,632109.91
villp3oef30080,202406,704304.97,709223.58
dismvbre285209,202501,567792.75,583266.33
avr30354,202402,262323.44,214866.00
founHMC76039,202406,398584.44,0.00
broadwcHL77573,202502,499238.12,494021.21
cormilld155415,202404,524098.48,529761.62
lexbre30004,202410,672600.46,640427.71
corar85042,202411,322381.25,370482.43
Lagpa33196,202405,832678.24,813963.86
olean30329,202404,682344.85,677461.43
lexbre30004,202404,664126.74,644768.56
corho33020,202503,766503.73,801449.87
corsm85283,202404,685832.99,688991.00
exchnhyld30341,202402,787416.69,792088.12
norh77433,202403,563813.22,570143.77
avr30354,202408,228516.90,235053.00
cords33442,202405,503541.37,508630.05
corprovitp76015,202408,784154.02,766797.26
corsm83642,202404,533680.58,528432.47
jefc43004,202411,319404.77,321864.42
on80920,202402,275867.89,261149.96
lake43147,202501,291676.30,291676.30
parbre2830076,202403,991666.60,953697.32
purlv75039,202409,545289.91,570214.32
cormlc75204,202407,22634.07,0.00
parbre2830076,202409,1047508.51,1027350.44
corhp85233,202405,653187.78,628496.96
villp3oef30080,202403,713658.06,697415.84
Lagpa33196,202408,815485.05,822340.64
corar85042,202408,333716.86,365228.15
corjp32822,202403,640855.55,625711.98
founHMC76039,202403,408609.16,0.00
corwpwarba33401,202502,645942.84,648474.45
on80920,202405,276210.61,263093.99
sola27519,202501,394865.19,394865.19
cornd28210,202410,488312.78,548575.04
Lagpa33196,202402,802914.57,807894.75
lexbre30004,202407,663175.08,642596.48
exchnhyld30341,202405,774720.82,815760.77
Corb85016,202402,679550.69,676675.46
watecbre230062,202503,807801.75,859010.25
cormilld155415,202401,534109.17,515249.43
olean30329,202407,668092.49,683821.15
olean30329,202401,655993.36,668643.52
corrosscpCOMM22209,202408,38804.30,0.00
parcbre285016,202503,268897.25,261425.18
bat3b30339,202501,178881.29,178881.29
purlv75039,202412,534625.95,573411.52
parlcbre33615,202402,398222.75,395953.29
shend30324,202402,554634.64,594013.14
vishccbre75063,202409,755596.42,787660.35
harlhbre232707,202406,681064.96,685078.16
corsc85750,202409,261577.74,261420.21
cords33442,202408,525348.72,509146.28
avpf30318,202412,153435.00,158011.00
chel8oef30096,202411,823082.74,854324.00
legpt77084,202407,331451.12,321310.85
powgr43065,202502,561536.99,544838.80
retbcbre33510,202502,580295.00,591872.06
corb280226,202411,574110.02,0.00
rialbre75010,202405,481698.05,479126.61
legpt77084,202401,312762.29,309299.65
venr77469,202503,421163.91,417095.58
corpc30342,202408,300352.30,303518.08
kinco33186,202404,1013392.49,1004013.70
corf80020,202409,630063.60,626654.76
kinco33186,202407,1016408.80,1017743.65
cornona32832,202502,761038.29,733056.04
coronponce30030,202410,432091.20,436910.34
corna43054,202407,316082.90,300873.98
vishccbre75063,202403,742153.30,778982.62
corprovitp76015,202411,764010.78,758060.96
ridvoef76116,202409,369427.30,394140.91
greho43016,202501,212617.41,212617.41
exchnhyld30341,202408,744942.80,823602.12
alngbre75063,202501,957258.39,935137.75
pasbc78738,202403,436173.31,449005.55
harlhbre232707,202409,669736.19,679773.46
sovpr75035,202408,580477.62,623919.50
corri33578,202406,422329.04,530050.42
corhp85233,202411,638427.66,607318.58
parlcbre33615,202405,381954.06,398653.01
cords33442,202411,502059.64,516830.90
corasRH75002,202410,774344.11,793822.26
puret78261,202501,561835.79,561835.79
corpc30342,202411,281995.36,293832.91
corf80020,202412,606959.78,630353.92
legpt77084,202404,316599.20,320606.46
rialbre75010,202408,479113.66,479884.08
corlc85718,202410,1125434.85,1131681.16
brook43068,202503,262315.82,260975.37
rialbre75010,202411,457113.66,468493.19
kinco33186,202410,1039334.10,1087400.04
bowbnbre233616,202410,1295646.96,1349919.59
avpf30318,202409,165952.99,157147.00
villp2oef30080,202501,368271.62,368271.62
ridvoef76116,202412,357676.12,395711.20
colpo80206,202503,340710.13,360161.94
