,property,date,avg_rent_per_sqft,net_leased,rev_pasf,rev_pasf_rank,year_month,quarter
0,West Inman Lofts,2024-01-01,2.2944567468212744,0.926829268292683,2.1265696677855717,1.0,2024-01,Q1 2024
1,West Inman Lofts,2024-01-02,2.2944567468212744,0.926829268292683,2.1265696677855717,1.0,2024-01,Q1 2024
2,West Inman Lofts,2024-01-03,2.2944567468212744,0.9219512195121952,2.115377195849858,1.0,2024-01,Q1 2024
3,West Inman Lofts,2024-01-04,2.2944567468212744,0.9219512195121952,2.115377195849858,1.0,2024-01,Q1 2024
4,West Inman Lofts,2024-01-05,2.2944567468212744,0.9219512195121952,2.115377195849858,1.0,2024-01,Q1 2024
5,West Inman Lofts,2024-01-06,2.2944567468212744,0.9219512195121952,2.115377195849858,1.0,2024-01,Q1 2024
6,West Inman Lofts,2024-01-07,2.2944567468212744,0.9219512195121952,2.115377195849858,1.0,2024-01,Q1 2024
7,West Inman Lofts,2024-01-08,2.2944567468212744,0.9219512195121952,2.115377195849858,1.0,2024-01,Q1 2024
8,West Inman Lofts,2024-01-09,2.2944567468212744,0.9219512195121952,2.115377195849858,1.0,2024-01,Q1 2024
9,West Inman Lofts,2024-01-10,2.2944567468212744,0.9219512195121952,2.115377195849858,1.0,2024-01,Q1 2024
10,West Inman Lofts,2024-01-11,2.2944567468212744,0.9219512195121952,2.115377195849858,1.0,2024-01,Q1 2024
11,West Inman Lofts,2024-01-12,2.2944567468212744,0.9219512195121952,2.115377195849858,1.0,2024-01,Q1 2024
12,West Inman Lofts,2024-01-13,2.2944567468212744,0.9219512195121952,2.115377195849858,1.0,2024-01,Q1 2024
13,West Inman Lofts,2024-01-14,2.2944567468212744,0.9219512195121952,2.115377195849858,1.0,2024-01,Q1 2024
14,West Inman Lofts,2024-01-15,2.2944567468212744,0.9219512195121952,2.115377195849858,1.0,2024-01,Q1 2024
15,West Inman Lofts,2024-01-16,2.2944567468212744,0.9219512195121952,2.115377195849858,1.0,2024-01,Q1 2024
16,West Inman Lofts,2024-01-17,2.2944567468212744,0.9219512195121952,2.115377195849858,1.0,2024-01,Q1 2024
17,West Inman Lofts,2024-01-18,2.2944567468212744,0.9219512195121952,2.115377195849858,1.0,2024-01,Q1 2024
18,West Inman Lofts,2024-01-19,2.2944567468212744,0.9219512195121952,2.115377195849858,1.0,2024-01,Q1 2024
19,West Inman Lofts,2024-01-20,2.2944567468212744,0.9219512195121952,2.115377195849858,1.0,2024-01,Q1 2024
20,West Inman Lofts,2024-01-21,2.2944567468212744,0.9170731707317074,2.1041847239141442,1.0,2024-01,Q1 2024
21,West Inman Lofts,2024-01-22,2.2944567468212744,0.9170731707317074,2.1041847239141442,1.0,2024-01,Q1 2024
22,West Inman Lofts,2024-01-23,2.2944567468212744,0.9121951219512195,2.0929922519784308,1.0,2024-01,Q1 2024
23,West Inman Lofts,2024-01-24,2.2944567468212744,0.9121951219512195,2.0929922519784308,1.0,2024-01,Q1 2024
24,West Inman Lofts,2024-01-25,2.2944567468212744,0.9121951219512195,2.0929922519784308,1.0,2024-01,Q1 2024
25,West Inman Lofts,2024-01-26,2.2944567468212744,0.9121951219512195,2.0929922519784308,1.0,2024-01,Q1 2024
26,West Inman Lofts,2024-01-27,2.2944567468212744,0.9121951219512195,2.0929922519784308,1.0,2024-01,Q1 2024
27,West Inman Lofts,2024-01-28,2.2944567468212744,0.9121951219512195,2.0929922519784308,1.0,2024-01,Q1 2024
28,West Inman Lofts,2024-01-29,2.2944567468212744,0.9121951219512195,2.0929922519784308,1.0,2024-01,Q1 2024
