AssetCode,osl_UnitNumber,unit_group
corsc85750,16272,3x2
viz77084,H35,1x1
jeflbre230062,1824,3x2
fairfc76137,113,1x1
estta80234,22-110,1x1
corro77019,9307,2x2
dompp30326,1366,1x1.5
hampl33196,11-012,2x2
attp77581,3206,2x2
towcbre77339,1001,3x2
rial75010,8205,2x2
corn37209,550,1x1
corci34787,05209,2x2
becp75038,2130,1x1
atra80021,4117,2x2
aurfr27614,7-108,2x2
corho33020,16208,2x2
1201p75074,1118,2x2
avscr77584,12102,2x2
foun76039,0213,1x1
uncbre228262,1629,1x1
aubg30312,417,2x2
briar75007,2805,2x3
covbbbre33716,4312,2x2
rems43081,5433CR,2x2.5
corwp33401,6-206,2x2
wat78748,07-0734,1x1
harlh32707,02-119,1x1
corhiTL27519,2500-2524,2x2
balof80205,1423,1x1
corpp85306,1133,2x2
corri33578,5449-206,1x1
cormilld155415,815,1x1
presf78240,2305,2x2
madl43110,6378,2x2.5
towcbre77339,1701,2x2
towc77339,1505,2x1
corlc75039,4044,2x2
CorcM27519,3203,1x1
briar75007,2715,2x3
sovb28262,7311,2x2
gt30312,C-360,2x2
garv75287,3308,0x1
harlhy32707,10-213,2x2
lints76021,02413,1x1
cor2580534,E-202,2x2
covbbbre33716,2112,2x2
harlhbre232707,17-308,2x2
garvbre75287,24116,1x1
ac20147,RT870301,1x1
coras75002,01 - 2089,1x1
steep30093,5863C,2x2
suit276039,6203,1x1
praircv75080,1724,2x2
corho33020,09207,2x2
puret78261,1602,2x2
villp1oef30080,2047D,1x1
sixty76116,217,2x2
exchnhyld30341,3206,2x2
sormpbre28117,3212,2x2
covri80233,J104,1x1
avscr77584,11102,2x2
presro78728,19-1927,1x1
par830076,2402,2x2
covri80233,D110,1x1
ansltc30809,305,3x2
broadwc77573,05110,1x1
cops77041,715,1x1
broadwc77573,02103,1x1
esttaara80234,15-307,2x2
watecy30062,586,2x2
lakgp80239,1413,2x2
lake43147,303,1x1
aq32256,W1103,2x2
jamsbre30043,9103,2x2
villp230080,2081A,2x1
sienh30093,H1,2x1
cortm83642,C205,3x2
can30341,3275I,2x2
ridvoef76116,1-1332,1x1
cororoy75063,1150,3x2
balof80205,1323,1x1
vishc75063,1304,1x1
villp4oef30080,2221I,1x1
uncbre228262,1034,1x1
berpna43054,5239S,2x2.5
berpna43054,5191SH,1x1
15777q75001,3223,1x1
corr22209,1406,1x1
harv77345,426,1x1
vk77094,9306,1x1
corhiTL27519,0400-412,1x1
balof80205,1286,1x1
corf80020,2227,2x2
resal43110,3304,2x1.5
sin30093,1214,1x1
corgv80249,10-308,1x1
broadwcHL77573,12108,2x2
covcv76132,2127,3x2
So190M75080,7213,1x1
lex30004,9207,2x2
att30022,1322,1x1
mirrc32218,0302,1x1
briar75007,2201,2x1
cans30253,1227,2x2
dung30360,CC5,3x2.5
stonbc76039,1524,2x1
covbb33716,9312,2x1
virbre30033,H,2x1
vilc77054,1321,1x1
Lagpa33196,1012,1x1
alngbre75063,442004,2x2
corpc30342,726,3x2
cortm83642,I303,3x2
dompp30326,1467,1x1
exchnhyld30341,6302,3x2
bracm78209,2407,1x1
corwe75229,24305,1x1
corwp33401,9-304,2x2
resal43110,7314,2x2
parbre2830076,2306,2x2
910ts75204,1614,1x1
alngbre75063,493046,2x2
pinuh85050,2068,1x1
dowbe80226,M1-2-B,2x2
avpfc76137,831,1x1
flatwh78245,1102,2x1
uncbre228262,1531,2x2
corsm83642,N308,3x2
3131oef30033,3107,1x1
attm30092,613,2x2
stonbcHL76039,0522,2x2
casli85704,17202,1x1
ac20147,MS831406,1x1
presahB75093,0332,1x1
bris75056,0412,2x2
corhp85233,1232,2x1
corwn37209,406,1x1
madl43110,6093,3x2.5
wyndsorc75002,1602,2x2
fairfccbre76137,929,2x2
presro78728,5-0533,1x1
cororoy75063,3159,1x1
313130033,6207,1x1
ansl28210,2823,1x1
chh37013,0611,1x1
corld75056,8202,3x2
huncoef28262,128B,1x1
stonbc76039,2417,2x2
corwbbre233437,2212,3x2
venr77469,17106,3x2
ansl28210,1916,1x1
corse28203,319,1x1
hal77096,P138,2x2
ambm30096,1940,1x1
corpn80917,16-407,2x2
cormd77004,1907,1x1
corp885345,1145,1x1
dung30360,1507,2x1.5
sovb28262,7210,3x2
jamsbre30043,5309,1x1
stonbcHL76039,2223,1x1
cornona32832,1402,2x2
corld75056,4312,1x1
spring30021,3835D,2x2
corl33612,2602,2x2
wat78748,11-1114,2x1
ridv76116,833,2x2
norh77433,17102,2x2
910ts75204,1144,3x2.5
abbl43110,3912,1x1
jamv30060,04A,2x1
arcp76177,03-3304,1x1
corpp85306,1080,2x2
corga33782,1-240,2x2
presro78728,12-1221,3x2
coruptala32701,244,1x1
1250w30064,1803,2x2
hamrbre27713,K713,2x2
sienh30093,172,2x1
vers32771,02-218,1x1
corlc85718,3-103,3x2
maslcbre77407,2114,2x2
brisoef75056,0752,3x2
asp78741,932,2x2
corga33782,2-224,1x1
ivyp30317,1006,1x1
newl77084,05-103,1x1
stratpcr75034,3216,2x2
corch75056,3055,1x1
olean30329,330,2x2
presah75093,0128,1x1
lex30004,9205,2x2
corl33612,13215,2x2
hampl33196,07-211,1x1
att30022,1134,2x2
avpf30318,211,3x2
casnriet28216,9305-102,3x2
gal33615,565264,2x2
sarpmoef28105,601-15,1x1
cors75035,1A - 320,1x1
poroef30096,609,2x2
purf85003,452,2x2
corwbbre233437,5309,1x1
sormp28117,1105,2x2
broadwc77573,04112,2x2
cosa33782,3310,1x1
dung30360,D-03,2x1.5
sarpmoef28105,402-25,1x1
powgr43065,34102,2x2
ansl28210,2617,1x1
hamrbre27713,A823,1x1
resal43110,7327,2x2
verp76177,3322,1x1
ac20147,AT810104,2x2
unc28262,1612,2x2
corb280226,C-313,2x2
bris75056,0671,1x1
gal33615,525312,2x2
coruptala32701,325,2x2
purvt78261,0555,1x1
harlhy32707,08-306,2x2
remsbre243081,4980BR,2x2.5
corlo85704,14302,2x2
corprovitp76015,1512,2x2
saxw75070,2038,2x2
purfm75226,2170,2x2
attpLSC76133,1112,2x2
corwe75229,5301,2x2
lakr43026,2771,2x1
clifg30083,580-15,2x2
puret78261,3503,1x1
corp30342,523,1x1
powgr43065,34210,1x1
bat3b30339,315,2x2
bris75056,1053,2x1
hungl76021,J105,1x1
sarpm28105,401-38,3x2
par830076,1702,2x2
corwe75229,25301,2x2
purcoc78748,1030,2x2
HighlM30033,1216,2x2
gatpl33025,08-205,1x1
parcbre285016,3035,2x2
stovrc32218,209,2x2
arbsbre27713,2038,2x2
chh37013,0203,1x1
watecbre230062,118,2x2.5
sanbcbre85226,2101,1x1
par8y30076,1410,2x2
estspm78748,1416,1x1
kinco33186,20-02022,3x2
vk77094,9206,1x1
corct76123,07302,2x2
sin30093,1907,2x2
corbs78744,4412,2x2
gatplhmc33025,10-307,1x1
porp233409,208,1x1
corml75204,1102,1x1
cans30253,1318,2x2
sanb85226,1013,2x2
sanb85226,2015,1x1
corbawarba33764,1-212,2x2
corl33612,6101,2x2
rialbre75010,4110,2x2
corwp33401,9-112,1x1
pinuhHL85050,3054,1x1
HighlM30033,917,3x2
stonbcHL76039,0733,1x1
exchnhyld30341,9204,1x1
founHMC76039,2116,1x1
aurfr27614,11-307,2x2
can30341,3229R,2x2
corjc30005,2727,2x2
exchnhyld30341,11308,2x2
som30084,1409,3x2.5
vilc77054,2012,1x1
bowbbre233616,1302,0x1
corld75056,7207,1x1
echl30092,1101,2x2
vensp77388,3411,2x2
parbre2830076,5006,1x1
stonvrcbre75063,2092,1x1
corwb33437,9105,2x2
garvbre75287,24316,1x1
resal43110,3501,2x1.5
pinuh85050,1108,2x2
stratcr77494,2106,2x2
praircv75080,0622,2x1
corna43054,7290H,2x2.5
clifg30083,584-07,2x2
exchnhyld30341,6404,1x1
corwp33401,7-206,2x2
resal43110,3443,2x1.5
pinuhHL85050,2031,1x1
v627604,2122,2x2
parbre2830076,3607,2x2
corf80020,1305,1x1
hamr27713,A321,1x1
capcwbre228273,3308,1x1
stovrc32218,408,3x2
tradw77064,10-1024,1x1
bowb33616,1619,1x1
jams30043,11305,2x2
v627604,2319,1x1
corch75056,3047,1x1
910ts75204,931,3x2.5
huncoef28262,128K,1x1
towc77339,1512,2x1
estta80234,19-205,2x2
par830076,2314,2x2
spring30021,3820H,2x2
poinoef28217,0235,1x1
oaks28269,1822,2x2
souto27560,3304,1x1
313130033,6206,1x1
corch75056,4065,1x1
stovrc32218,617,2x1
founHMC76039,0906,2x2
cormilld155415,223,1x1
watecy30062,553,2x1
vishccbre75063,2701,1x1
vill28212,527-0409,2x2
flatwhbre78245,15204,2x2
1250w30064,2317,2x2
belv75025,1123,2x2
corp885345,4043,1x1
HighlM30033,433,2x2
masl77407,1924,3x2
dowbe80226,A-464-1A,3x2
cosaoef233782,6412,1x1
masl77407,526,1x1
corbs78744,6118,1x1
purvt78261,1142,1x1
towcbre77339,1711,2x2
aq32256,N608,1x1
wesm270605,8215,2x2
galcbre33615,495423,1x1
dowbe80226,315,1x1
spc30092,043A,1x1
sovsc77388,7309,1x1
corgv80249,4-100,2x2
broadwc77573,11305,1x1
greho43016,104-5687,1x1
parbre2830076,4713,2x2
adlb28078,1310,2x2
jefl30062,2021,2x2
corw30067,09G,1x1
alngbre75063,742068,2x2
havr34747,6B-304,2x2
corcc75080,6204,1x1
corco34747,E1312,1x1
dung30360,AA4,3x2.5
presf78240,1902,2x2
galcbre33615,285503,2x2
spc30092,052A,2x2
colpo80206,0516,0x1
corsk233177,26-201,1x1
mon78249,1728,2x1
rial75010,3307,2x1
dowbe80226,A-414-2C,2x2
corga33782,1-409,1x1
corlo85704,10204,1x1
sarpm28105,401-31,3x2
stonbcHL76039,0822,1x1
villp430080,2173D,1x1
ams75034,2454,1x1
lexbre30004,4102,1x1
dung30360,D-04,2x1.5
liv33559,2903,1x1
hunr30092,4901,2x1
sunr43219,1949,1x1
emepa43081,5817BCD,1x1
vishc75063,2603,1x1
cororoy75063,2043,3x2
tradw77064,12-1216,1x1
towcbre77339,2004,1x1
bouldp77536,611,1x1
villp2oef30080,2075A,2x1
astpoef30096,1413,1x1
corpc22202,02-0710,0x1
hungl76021,J106,1x1
resal43110,7473,2x2
tradw77064,16-1613,1x1
wat76244,26100,1x1
cororoy75063,1049,1x1
corww33578,6201-206,2x2
covbbbre33716,1221,1x1
esttaara80234,03-307,1x1
parwa78216,12106,2x2
parcbre285016,3023,1x1
arbs27713,416,1x1
purcoc78748,626,1x1
attcp75052,1303,1x1
stonbcHL76039,1035,2x2
coruptala32701,405,2x2
1201p75074,1826,1x1
balof80205,1505,2x2
astp30096,0620,2x2
lantcB75013,3309,1x1
bris75056,1253,2x2
cortlm32746,01-110,1x1
powgr43065,32211,1x1
corhiTL27519,0300-314,2x2
corscottm85259,329,2x2
attvv89102,2050,1x1
chh37013,1220,2x2
balof80205,1261,1x1
corjc30005,2722,2x2
estta80234,14-208,2x2
pasbc78738,P2304,1x1
brisoef75056,1023,1x1
corlc85718,6-06203,1x1
ansl28210,534,2x2
avscr77584,7108,1x1
bracm78209,3208,2x2
sev30329,3327,1x1
1201p75074,1713,EFF
cortv30106,215S,2x2
corci34787,04202,2x2
audv33615,106,2x2
saxw75070,2021,1x1
corw30067,26B,2x2
corhc33025,3-102,2x2.5
inkwg77084,01-1302,2x2
attdLSC76208,10108,2x1
corub33428,76-205,NULL
lakgpbre280239,14310,2x2
estta80234,18-307,1x1
hunc28262,104M,1x1
cops77041,1228,2x2
cops77041,914,1x1
corwvill175204,718,0x1
foun76039,1818,1x1
mintui180246,10-10PENT,2x1
harlh32707,14-111,1x1
arbsbre27713,233,1x1
bat2b30339,463,1x1
corbc27617,636,2x2
madl43110,6304,2x2
vishccbre75063,2405,2x2
corrn160654,1109,2x1
mon78249,1918,2x2
kinco33186,15-01536,2x1
watec30062,254,1x1
corsk33177,11-104,1x1
arbs27713,2035,2x2
bowbn33616,6002,2x2
huncoef28262,139G,1x1
hunr30092,1107,1x1
puret78261,4605,3x2
becp75038,2049,3x2
atra80021,5105,2x2
lantcB75013,3106,1x1
cororoy75063,3053,2x2
corhcoef34741,D-212,2x2
astp30096,0607,2x2
corri33578,9182-210,1x1
corse28203,314,1x1
dismvbre285209,1015,2x2
balof80205,1480,1x1
lake43147,722,2x1
villp4oef30080,2181A,1x1
villp4oef30080,2191P,1x1
cormidmia33137,2307,0x1
aq32256,S303,1x1
brook43068,2908JT,2x1.5
corsc85750,11246,3x2
lantc75013,3310,3x2
parwa78216,19304,2x2
atra80021,3314,2x2
aurfrbre227614,6-107,2x2
islcbre33615,195325,1x1
lantc75013,7112,2x2
oveda32118,SO0614,1x1
broadwcHL77573,06102,2x2
twap31322,12108,2x2
sovsc77388,7106,3x2
retsr75071,1315,1x1
corwbbre233437,6206,2x2
stovrc32218,1034,2x2
jams30043,13204,2x2
villp330080,2127D,1x1
sovc77494,9304,2x2
1500o30021,1613B,3x2
aq32256,155,3x2
watec30062,855,1x1
cormc28262,0713,1x1
cormc28262,0701,2x2
mon78249,1218,1x1
jefl30062,1624,2x1
watbre278748,03-0322,2x2
sorpp27560,9109,2x2
exchnhyld30341,4303,1x1
avr30354,1104,2x2
corna43054,7225H,2x2.5
alng75063,483034,2x1
astpoef30096,0403,1x1
aurfr27614,5-307,2x2
attfm75201,624,1x1
harv77345,146,2x2
jefl30062,1134,2x2
watec30062,996,2x2
corr78730,1115,1x1
retr78148,1222,1x1
villp2oef30080,2083M,1x1
brisoef75056,1332,1x1
luxscr77584,01219,2x2
wesm70605,1101,1x1
watecbre230062,597,2x1
parwa78216,15307,1x1
exchnh30341,12403,1x1
corld75056,2112,1x1
visll234711,17112,2x2
15777qoef75001,3131,1x1
ansl28210,1917,1x1
liv33559,3007,1x1
laur76137,826,1x1
arrs85308,1143,2x2
colpo80206,0612,1x1
wrenn28216,9305,1x1
powgr43065,32200,1x1
sovsc77388,8206,2x2
clifg30083,630-07,2x2
benb43004,681,2x1
belv75025,0438,2x1
corlo85704,11304,1x1
fairfccbre76137,1025,1x1
belv75025,2817,1x1
corrockrim80919,4-204,1x1
rems43081,5550TB,2x2
towc77339,214,2x2
cords33442,1408,0x1
poroef30096,1003,3x2
retr78148,111,1x1
avpfc76137,910,2x2
corpc30342,532,2x2
cormilld155415,1024,1x1
par8y30076,4617,2x2
covcv76132,2122,3x2
corbc27617,116,1x1
broadwc77573,06202,2x2
corhc34741,D-316,3x2
shend30324,3202,1x1
laurbre76137,921,2x2
ac20147,MS831213,2x2
becpbre75038,3131,2x2
cornona32832,1107,2x2
15777qoef75001,2315,1x1
corhc34741,B-112,2x2
lexbre30004,15108,2x2
corsc85750,14257,2x2
fosc76137,10210,1x1
isl33615,025439,1x1
isl33615,085620,2x2
estspmbre278748,E-0617,1x1
spring30021,3817K,3x2
bowbbre233616,0103,1x1
tosvr75077,1302,1x1
corr78730,0626,1x1
corci34787,10306,1x1
corsk233177,23-205,2x2
corwn37209,616,0x1
echl30092,4110,1x1
jams30043,5108,2x2
unc28262,1638,2x2
exchnhyld30341,2203,1x1
casnriet28216,8525-205,1x1
casn28216,9325-404,1x1
corl33612,13213,1x1
poroef30096,303,3x2
saxw75070,1318,2x2
tersm78748,0921,2x2
corbs78744,6412,2x2
av27604,02-2310,2x2
chel8oef30096,2919,2x1
corub33428,40-334,2x2
bat1b30339,613,2x2
corsf33619,1-251,1x1
belv75025,3022,3x2
corwi30004,10001,1x1
bowbn33616,1066,1x1
corwe75229,18307,1x1
towcbre77339,907,1x1
stonb77521,1306,3x2
avf75219,4040,1x1
dismv85209,1015,2x2
313130033,8306,1x1
arrsbre285308,3124,1x1
ivyp30317,1103,2x1
villp330080,2145P,2x1
tosvr75077,4202,1x1
corlc75039,4075,1x1
lakr43026,2707,1x1
porpgs233409,112,3x2
alng75063,704043,2x2
tersm78748,0931,2x2
attcp75052,1306,1x1
corscottm85259,112,1x1
1500o30021,1618G,3x2
chh37013,0702,2x2
clifg30083,670-20,2x2
corwn37209,509,3x2
casnriet28216,9506-302,3x2
corn37209,433,2x2
sovsc77388,5301,3x2
aq32256,334,2x2
lexbre30004,1003,1x1
audv33615,407,1x1
corb280226,C-133,2x2
newl77084,16-103,1x1
rial75010,10108,2x2
villp4oef30080,2191C,1x1
vizcbre77084,L31,2x2
313130033,4109,1x1
fosc76137,13205,1x1
luxscr77584,14310,2x2
hamrbre27713,A523,3x2
por30096,1503,1x1.5
puret78261,4109,1x1
poinlp30319,5304,1x1
estspm78748,0623,1x1
jamsbre30043,12107,2x2
avf75219,4038,1x1
brisoef75056,0723,2x2
granr80920,2131,2x2
attllsc75077,3216,1x1
corub33428,93-303,2x2
stonbc76039,2518,1x1
can30341,3089B,1x1
corp885345,3086,1x1
corlc75039,4008,1x1
teno30046,410,2x2
vishccbre75063,1402,1x1
lints76021,00221,3x2
aurfrbre227614,9-204,3x2
wyndsorc75002,1515,2x2
corlc75039,3080,1x1
bowbbre233616,1224,2x2
alngbre75063,672019,1x1
ansl28210,517,1x1
coruptala32701,263,1x1
cormidmia33137,1720,2x2
asp78741,928,2x2
adwr75078,21109,1x1
lakgp80239,218,2x2
cors30350,2021,2x2
lints76021,01101,2x1
remsbre243081,5385CR,2x2.5
corscottm85259,144,1x1
ansl28210,322,1x1
cans30253,2310,1x1
casnriet28216,9520-202,2x2
villp330080,2111P,1x1
covbb33716,6311,1x1
watec30062,211,2x2.5
towc77339,2601,3x2
attd76208,29106,2x1
attl75077,1117,1x1
corar85042,232,3x2
chel8oef30096,2713,2x2
broadwc77573,05310,1x1
coras75002,01 - 3145,2x2
avpf30318,231,3x2
esttaara80234,02-106,1x1
kinco33186,15-01533,2x2
suit276039,16313,1x1
can30093,H0514,1x1
v627604,1216,1x1
rems43081,5415CR,2x2
uncbre228262,1931,2x2
hil30342,1476,1x1
arlingapt22209,1409,1x1
astp30096,0512,2x2
corprovitp76015,1535,2x1
ves35205,H806,1x1
attc89121,103,1x1
coraddass30350,0501,2x2
souto27560,2210,1x1
saxw75070,1034,1x1
attdLSC76208,1108,2x1
ac20147,CS800139,2x2
rial75010,11308,1x1
1201p75074,1721,2x1
corsk233177,19-301,3x2
corct76123,09103,2x2
corr22209,903,1x1
lantcB75013,8305,1x1
ac20147,MS831313,2x2
towcbre77339,2512,2x2
3131oef30033,9007,1x1
Corb85016,501,2x2
gatplhmc33025,01-106,1x1
villp330080,2105B,0x1
presahB75093,1235,3x2
alng75063,661015,1x1
aurfr27614,4-105,2x1
Corb85016,213,1x1
greho43016,205-5688,1x1
corprovitp76015,1824,1x1
presfbre278240,2504,1x1
astp30096,0616,2x2
avpf30318,223,2x2
corcc75080,1323,1x1
sev30329,3119,2x2
sovbbre28262,1211,1x1
visll134711,7303,2x2
atra80021,5311,1x1
1201p75074,2015,2x2
avpf30318,206,2x2
clifg30083,601-01,3x2
avm30021,1052-1,2x2
clifg30083,611-02,3x2
rems43081,5605TB,2x2.5
ambm30096,2636,2x2.5
15777q75001,4221,2x2
alng75063,722049,1x1
mer43212,2400,2x2
parbre2830076,1912,2x2
estspmbre278748,E-0834,2x2
lakgp80239,1935,1x1
harlhy32707,13-205,1x1
attl75077,2302,2x2
corwvill175204,605,2x2
esttaara80234,02-204,2x2
attllsc75077,3220,2x2
sanbcbre85226,2062,1x1
stratpcr75034,5204,2x2
tradw77064,16-1633,1x1
sanb85226,2024,1x1
avf75219,4092,0x1
indp70810,14102,3x2
arlingapt22209,801,1x1
bat2b30339,459,2x2
sovbbre28262,1616,2x2
lantcB75013,5208,2x2
jeflbre230062,0434,2x2
vill28212,709-0819,1x1
corsk33177,18-101,2x2
corml75204,1200,2x2.5
coror27612,4004-308,1x1
adwg32821,3304,3x3
lakgp80239,1035,1x1
ech30030,340,1x1
galcbre33615,495411,1x1
ac20147,MS831127,1x1
verwccbre75013,307,2x2
berpnabre243054,5245SH,2x2.5
broadnbv33487,22-110,1x1
chh37013,0321,1x1
gt30312,C-475,2x2
corhiTL27519,1300-1324,2x2
vilc77054,723,2x2
corar78759,409,1x1
presahB75093,0731,2x2
corw30067,47B,1x1
ams75034,2212,1x1
clifg30083,600-28,2x2
poroef30096,1503,1x1.5
visll234711,14308,2x2
sola27519,2-359,3x2
corri33578,5467-314,3x2
cormilld155415,307,2x2
sin30093,2303,2x2
lac30360,88K,3x2
harlh32707,12-203,3x2
aubg30312,447,1x1
venr77469,11109,1x1
uncbre228262,1013,1x1
corwi30004,13011,1x1
sovc77494,2304,2x2
1500o30021,1416G,1x1
wesm70605,1317,1x1
coronponce30030,401,3x2
purvt78261,0534,1x1
purfm75226,2282,1x1
covbbbre33716,7111,2x2
garvbre75287,25216,2x2
towcbre77339,202,2x2
brisoef75056,0151,2x2
corwpwarba33401,10-302,1x1
presahB75093,0123,1x1
allllbre32714,312,2x2
corrosscp22209,1-0905,1x1
corsv75035,2C - 438,1x1
poinoef28217,0336,2x2
indp70810,6103,1x1
par830076,905,1x1
can30341,3227L,1x1
corhc34741,B-210,2x2
gal33615,535381,2x2
corhc34741,D-402,1x1
stratpcr75034,3205,2x2
cords33442,3510,2x2
powgr43065,S9062,2x2.5
corsv75035,2C - 242,1x1
cosaoef233782,6101,2x2
ac20147,AT812203,1x1
porp133409,108,2x2
villp4oef30080,2221K,1x1
mirrc32218,0819,2x2
purvt78261,0753,1x1
5thous75244,3424,1x1
1250w30064,1001,3x2
ansltc30809,706,1x1
broadwc77573,09205,2x1
can30341,3247R,1x1
cornd28210,203,0x1
dechighlands,337,2x2
villp4oef30080,2185F,1x1
fairfc76137,613,2x2
3131oef30033,5203,2x2
bowbn33616,5016,2x2
broadwc77573,05104,1x1
rialbre75010,6106,2x2
villp130080,2047R,1x1
corwp33401,13-307,2x2
lints76021,01826,1x1
attd76208,11102,2x1
covcc80231,304,2x2
presf78240,1312,1x1
hunr30092,2003,1x1
jams30043,13103,2x2
souto27560,2108,2x2
sormpbre28117,3215,2x2
Lagpa33196,0910,1x1
avpf30318,535,2x2
corba33764,4-419,2x2
corrosscp22209,1-0701,1x1
dung30360,1903,2x1.5
corch75056,1011,1x1
corjp32822,7208,2x2
chel830096,2028,2x2
coraddass30350,1409,2x2
jamsbre30043,5204,1x1
pinuhHL85050,1009,2x2
sovpr75035,16220,2x2
spc30092,054A,2x2
pinuh85050,1023,1x1
att30022,137,1x1
par830076,4518,1x1
hungl76021,G205,1x1
broadwcHL77573,11111,2x1
saxw75070,238,2x2
1500o30021,1407A,2x2
ansltc30809,802,1x1
corcc75080,2319,1x1
watecy30062,991,2x2
covbb33716,10305,1x1
watec30062,829,2x2
corb280226,C-325,1x1
corgv80249,8-306,1x1
sovb28262,2018,2x2
arccr75070,1-1324,2x2
coronponce30030,147,2x2
wesls80124,314,2x2
becpbre75038,2140,3x2
casn28216,9425-301,2x2
corwpwarba33401,7-208,2x2
corsb75035,362,1x1
luxscr77584,02204,2x2
indp70810,6307,1x1
estta80234,19-302,1x1
corlc75039,4069,2x2
cops77041,424,1x1
corub30342,3108,1x1
stonbcHL76039,2217,1x1
dismv85209,2097,2x2
1250w30064,1603,2x2
astp30096,1514,2x2
corwpwarba33401,11-205,1x1
corhiTL27519,0400-414,2x2
cormc28262,1312,1x1
sunr43219,3072,2x1
galcbre33615,445265,2x2
1201p75074,2315,2x2
corpc22202,01-1605,2x2
ech30030,560,3x2
galcbre33615,525302,2x2
par285016,2018,1x1
attd76208,16103,1x1
clifg30083,600-29,2x2
deerv34471,705,2x2
910ts75204,846,2x2
corml75204,1300,2x2.5
1201p75074,1513,1x1
presro78728,15-1523,1x1
avpfc76137,221,1x1
astp30096,0112,2x2
corsb75035,443,1x1
cormc28262,1120,2x2
wyndsorc75002,1004,1x1
corwe75229,21210,1x1
villp3oef30080,2113E,2x2
powgr43065,34100,2x2
mintui180246,10-404,1x1
som30084,703,2x1
lex30004,10106,2x2
purvt78261,1223,1x1
tradw77064,6-631,1x1
alngbre75063,742071,1x1
ansl28210,531,2x2
presah75093,0524,1x1
vensp77388,3409,2x2
covcv76132,1184,2x2
5thous75244,2324,1x1
bowb33616,0710,1x1
lex30004,11103,2x2
masl77407,2611,2x2
villp2oef30080,2069J,2x1
verwccbre75013,334,2x2
corpp85306,1020,3x2
islcbre33615,075537,1x1
dechighlands,311,2x2
exchnhyld30341,1409,1x1
cormckinney75201,1010,2x2
corhcoef34741,A-110,1x1
praircv75080,0512,3x2
corjc30005,0115,3x2.5
kinco33186,08-00816,1x1
parbre2830076,4902,2x2
charlc70605,513,1x1
spc30092,068F,2x2
lints76021,02826,2x2
watecbre230062,852,2x1
lakgpbre280239,1913,2x2
villp4oef30080,2155H,2x2
jefc43004,8083E,2x2
flatwhbre78245,3306,1x1
carc33619,104,2x2
lints76021,06304,1x1
hamr27713,A801,2x2
visll134711,2302,2x2
corwi30004,08006,2x2
alngbre75063,543060,1x1
alngbre75063,453022,2x2
cornl22202,0715,1x1
powgr43065,35301,1x1
can30341,3247K,1x1
citfoef80021,2303,2x2
som30084,2205,2x2
corch75056,2073,1x1
bracm78209,7201,1x1
corsv75035,2C - 137,2x2
kinco33186,13-01314,2x2
vill28212,519-0705,2x2
stovrc32218,514,1x1
uncbre228262,1626,3x2
esttaara80234,23-210,1x1
inkwg77084,03-3310,2x2
corml75204,507,1x1
estta80234,11-307,2x1
briar75007,2717,2x3
lexbre30004,3002,2x2
villp4oef30080,2213O,2x2
par830076,3307,2x2
1250w30064,1715,1x1
presro78728,24-2424,1x1
ligw77064,1427,2x2
barmlbre32703,206,2x1
casn28216,8227-403,2x2
corp885345,1050,0x1
corbawarba33764,5-410,2x2
stovrc32218,707,1x1
harlhy32707,03-107,2x2
verp76177,2104,3x2
bowbnbre233616,2034,3x2
retbcbre33510,102A,2x2
corasRH75002,01 - 3027,3x2
stovrc32218,524,2x2
cornona32832,1305,2x2
casnriet28216,9606-203,2x2
cortv30106,815,1x1
corwvill175204,408,1x1
cormc28262,0517,1x1
cormc28262,1003,2x1
sanb85226,1018,3x2
dismvbre285209,1040,2x2
tus30093,185031,2x2
stovrc32218,1010,2x2
tradw77064,3-323,1x1
adlb28078,7107,1x1
coruptala32701,316,2x2
corlc85718,3-110,3x2
rems43081,5461TSW,2x2.5
parbre2830076,4717,2x2
par830076,2610,1x1
cords33442,4500,2x2
havr34747,2B-303,1x1
masl77407,1527,1x1
gatpl33025,08-207,3x2
unc28262,1327,1x1
corhc33025,5-209,3x2
bowbn33616,1011,2x2
corr78730,0728,1x1
v627604,2201,3x2
sormpbre28117,1118,1x1
avps30318,428,2x2
jamsbre30043,9101,2x1
masl77407,1822,1x1
garv75287,21203,1x1
avpfc76137,716,1x1
twap31322,5106,1x1.5
artp75034,11310,3x2
newl77084,03-108,2x2
vizcbre77084,J25,1x1
herss30310,4312,2x2
hungl76021,J203,1x1
tersmbre278748,T-9214,1x1
corpp85306,2178,2x2
corhp85233,1153,2x1
jams30043,12201,2x2
corr78730,2232,2x2
vizcbre77084,D14,1x1
corr22209,505,2x2
luxscr77584,10104,1x1
corlc75039,2110,2x2.5
poin28217,1521,2x2
balof80205,1207,2x2
cortlm32746,12-200,2x2
lex30004,24108,3x2
corsc85750,15271,2x2
sarpmoef28105,604-24,2x2
villp330080,2095N,1x1
covbb33716,2110,1x1
estspm78748,0626,1x1
estspmbre278748,E-1024,3x2
corch75056,2081,2x2
aq32256,061,3x2
chel830096,2208,2x1
watec30062,461,2x2
oaks28269,0823,1x1
coraddass30350,0609,2x2
corbawarba33764,3-313,2x2
corjp32822,9206,3x2
lints76021,02233,1x1
1500o30021,1416F,1x1
corjc30005,2813,3x2
sarpm28105,601-22,2x1
par830076,4914,2x2
corw30067,25H,2x2
gatplhmc33025,05-212,3x2
puret78261,2806,2x1
attcp75052,1239,2x2
