cred_loan_id,cred_prop_id,transaction_id,loan_id,property_id,occupancy,occupancy_date,size,size_units,statement_beginning_date,statement_ending_date,statement_type,data_type,category_code,occupied_units,using_full_occupancy,amount_per_occupied_unit
202461,138111,FRESB 2021-SB92,507008340,31-1,0.964,2024-02-16,28.0,units,2024-01-01,2024-12-31,NOR,AN,030BASERNT,26,False,21677.20
91701,53703,BRSP 2021-FL1,10229802,39-1,0.529,2024-12-31,256388.0,sf,2024-01-01,2024-12-31,NOR,AN,320PROPINS,135629,False,0.45
209967,305797,JPMBB 2015-C32,203281002,5-9,0.9235,2024-12-31,697.0,units,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,643,False,70.84
178981,110574,FREMF 2020-K114,323791137,37-1,0.9841,2024-12-31,126.0,units,2024-01-01,2024-12-31,NOR,AN,510CAPEX,123,False,256.10
143456,323491,MSBAM 2017-C34,300801674,6-4,0.997,2024-09-30,332.0,units,2024-01-01,2024-12-31,NOR,AN,510CAPEX,331,False,39.19
422213,777197,ELMCL 2024-GTWY,30511162,1-D-1-3,,,306406,sf,2023-10-01,2024-09-30,NOR,TR,510CAPEX,306406,True,0.04
318828,548791,FREMF 2023-KF149,327181027,27-1,0.8625,2024-12-31,80.0,units,2024-01-01,2024-12-31,NOR,AN,400PROFESS,69,False,258.84
209967,283346,JPMBB 2015-C32,203281002,5-4,0.918,2024-12-31,928.0,units,2024-01-01,2024-12-31,NOR,AN,030BASERNT,851,False,1303.56
198838,81058,FRESB 2017-SB36,932580629,52-1,0.952,2024-06-30,42.0,units,2024-01-01,2024-12-31,NOR,AN,400PROFESS,39,False,260.77
20832,384169,CGCMT 2019-C7,695101221,33-1,0.954,2024-06-30,32603.0,sf,2024-01-01,2024-12-31,NOR,AN,510CAPEX,31103,False,0.28
148674,183946,CGCMT 2018-B2,30299262,5-A-3-32,0.95,2024-06-30,409,units,2023-07-01,2024-06-30,NOR,TR,310RETAXES,388,False,59.78
134105,354581,JPMBB 2016-C1,883100562,6-9,0.9094,2024-12-31,293,units,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,266,False,146.52
409364,736335,FREMF2023K754,30322079,4-1,0.92,2024-09-30,323,units,2024-01-01,2024-12-31,NOR,AN,010GROSRNT,297,False,24960.32
196751,58569,BANK 2019-BNK23,453012260,17-5,0.9007,2024-04-03,42212.0,sf,2024-01-01,2024-12-31,NOR,AN,030BASERNT,38020,False,13.71
148674,391118,CGCMT 2018-B2,30299262,5-A-3-27,0.92,2024-06-30,415,units,2023-07-01,2024-06-30,NOR,TR,320PROPINS,381,False,47.62
387565,637194,FREMF 2023-K751,327331017,17-1,0.9583,2024-12-31,72.0,units,2024-01-01,2024-12-31,NOR,AN,400PROFESS,68,False,14.34
154284,400511,CGCMT 2016-C1,305990039,39-1,1,2023-09-30,25143.0,sf,2023-01-01,2023-12-31,NOR,AN,320PROPINS,25143,False,0.21
408388,734185,BMARK2024V7,30510600,11-1,0.77,2024-09-30,150,units,2024-01-01,2024-12-31,NOR,AN,400PROFESS,115,False,0.04
129625,94773,MSBAM 2015-C27,1544803,4-83,0.9795,2024-12-31,168.0,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,164,False,20.93
134707,257864,FSRIALTO 2022-FL8,300572347,13-1,0.7257,2024-12-31,303,units,2024-01-01,2024-12-31,NOR,AN,510CAPEX,219,False,2819.05
148674,424327,CGCMT 2018-B2,30299262,5-A-3-11,0.97,2023-12-31,740,units,2023-01-01,2023-12-31,NOR,AN,330UTILITI,717,False,54.36
8789,232596,CGCMT 2018-B2,30314128,1-A-1-1,0.88,2023-12-31,1644,units,2023-01-01,2023-12-31,NOR,AN,010GROSRNT,1446,False,27888.25
213317,175484,FREMF 2022-KF142,326891103,2-1,0.8946,2024-12-31,408.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,364,False,1750.35
193453,349907,JPMCC 2015-JP1,305180002,2-1,0.7378,2024-12-31,17.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,12,False,5137.00
101575,84907,FREMF 2016-K59,306941018,18-1,0.9412,2024-12-31,252.0,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,237,False,308.59
209967,112059,JPMBB 2015-C32,203281002,5-3,0.9462,2024-12-31,881.0,units,2024-01-01,2024-12-31,NOR,AN,380PAYROLL,833,False,954.88
105046,392446,FREMF 2019-K89,321561016,16-1,0.7677,2024-12-31,198.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,152,False,1452.46
199907,236341,FREMF 2019-K96,322201024,24-1,0.9167,2024-12-31,228.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,209,False,1238.87
420033,774463,SCG 2024-MSP,656121045,1-3,0.757,2024-04-15,253,units,2024-02-01,2024-04-15,NOR,UB,060ROOMREV,191,False,66521.12
209967,379340,JPMBB 2015-C32,203281002,5-45,0.9378,2024-12-31,150,units,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,140,False,240.34
209967,106973,JPMBB 2015-C32,203281002,5-25,0.9704,2024-12-31,192.0,units,2024-01-01,2024-12-31,NOR,AN,340REPAIRS,186,False,379.85
8789,65987,CGCMT 2018-B2,30314128,1-A-1-22,0.96,2022-09-30,470,units,2021-10-01,2022-09-30,NOR,AN,380PAYROLL,451,False,146.02
143456,283012,MSBAM 2017-C34,300801674,6-6,0.9654,2024-12-31,641.0,units,2024-01-01,2024-12-31,NOR,AN,510CAPEX,618,False,27.62
111914,9901,GSMS 2020-DUNE,10208732,G-16,0.4708,2021-06-30,100,units,2023-10-01,2024-09-30,NOR,TR,510CAPEX,47,False,3231.70
409364,736335,FREMF2023K754,30322079,4-1,0.92,2024-09-30,323,units,2024-01-01,2024-12-31,NOR,AN,140LAUNDRY,297,False,0.00
109847,236695,MSBAM 2015-C21,10096318,8-11,0.9925,2024-09-30,383.0,units,2024-01-01,2024-09-30,NOR,YTD,440OTHEREX,380,False,18.40
148674,75697,CGCMT 2018-B2,30299262,5-A-3-12,0.83,2023-12-31,627,units,2023-01-01,2023-12-31,NOR,AN,320PROPINS,520,False,23.62
46528,73864,BX 2021-RISE,10231703,HRR-6,0.9427,2024-09-30,384.0,units,2023-10-01,2024-09-30,NOR,TR,390MARKETI,361,False,485.15
209967,264078,JPMBB 2015-C32,203281002,5-8,0.9587,2024-12-31,905.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,867,False,512.42
63382,141424,FREMF 2018-K80,30314981,51-1,0.95,2024-09-30,118.0,units,2024-01-01,2024-12-31,NOR,AN,020VACANCY,112,False,-1362.96
209967,396954,JPMBB 2015-C32,203281002,5-82,0.8767,2024-12-31,145.0,units,2024-01-01,2024-12-31,NOR,AN,380PAYROLL,127,False,1902.03
84730,222691,CGCMT 2016-C1,305990020,20-1,0.8767,2022-12-31,523673.0,sf,2022-01-01,2022-12-31,NOR,AN,040EXPREMB,459104,False,1.60
8789,34118,CGCMT 2018-B2,30314128,1-A-1-20,0.97,2022-09-30,524,units,2021-10-01,2022-09-30,NOR,AN,510CAPEX,508,False,19.39
122317,158601,CSAIL 2017-CX10,10183055,12-14,0.9846,2024-09-30,65.0,units,2023-10-01,2024-09-30,NOR,TR,010GROSRNT,63,False,9661.59
386445,633886,FRETE 2023-ML17,503108472,7-1,0.91,2024-12-31,163.0,units,2024-01-01,2024-12-31,NOR,AN,320PROPINS,148,False,995.29
209967,11797,JPMBB 2015-C32,203281002,5-7,0.9575,2024-12-31,439.0,units,2024-01-01,2024-12-31,NOR,AN,440OTHEREX,420,False,57.67
209967,126491,JPMBB 2015-C32,203281002,5-94,0.9026,2024-12-31,263.0,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,237,False,12.75
200572,110308,FREMF 2018-K1507,320471114,14-1,0.9338,2024-12-31,272.0,units,2024-01-01,2024-12-31,NOR,AN,390MARKETI,253,False,118.34
14006,320861,FRESB 2022-SB99,507788745,36-1,0.95,2023-07-11,20.0,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,19,False,521.93
209967,32502,JPMBB 2015-C32,203281002,5-86,0.9422,2024-12-31,148,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,139,False,3161.04
46528,191604,BX 2021-RISE,10231703,HRR-5,0.9515,2024-09-30,412.0,units,2023-10-01,2024-09-30,NOR,TR,320PROPINS,392,False,409.58
141450,296765,BANK 2019-BNK21,1957947,8-3,0.9719,2024-09-30,331533.0,sf,2024-01-01,2024-12-31,NOR,AN,500TENANTI,322216,False,0.18
413291,753160,ARCLO 2021-FL3,560893,79-80-1,,,332,units,2023-01-01,2024-12-31,NOR,TR,380PAYROLL,332,True,1719.12
209967,418319,JPMBB 2015-C32,203281002,5-71,0.6527,2024-12-31,227.0,units,2024-01-01,2024-12-31,NOR,AN,390MARKETI,148,False,2.24
413145,752963,ARCLO 2021-FL1,560893,94-1,,,332,units,2023-01-01,2024-12-31,NOR,TR,330UTILITI,332,True,855.61
189384,179403,CGCMT 2019-GC43,322660009,9-11,1,2023-09-30,121464.0,sf,2023-01-01,2023-12-31,NOR,AN,310RETAXES,121464,False,1.41
180101,254359,BBCMS 2021-C11,883101156,24-1,0.9671,2024-12-31,107793.0,sf,2024-01-01,2024-12-31,NOR,AN,040EXPREMB,104246,False,5.51
72868,170128,BANK 2021-BNK34,410957707,39-1,0.7986,2024-12-31,290.0,units,2024-01-01,2024-12-31,NOR,AN,510CAPEX,231,False,20.91
209967,74704,JPMBB 2015-C32,203281002,5-18,0.92,2024-12-31,611.0,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,562,False,3.34
101575,84907,FREMF 2016-K59,306941018,18-1,0.9412,2024-12-31,252.0,units,2024-01-01,2024-12-31,NOR,AN,310RETAXES,237,False,70.14
149811,32017,BXMT 2021-FL4,30319556,20-1,0.9,2023-12-31,184.0,units,2023-10-01,2024-09-30,NOR,TR,330UTILITI,165,False,419.10
73367,360345,HGI 2022-FL3,11259121,8-1,0.9205,2024-12-31,352.0,units,2024-01-01,2024-12-31,NOR,AN,320PROPINS,324,False,413.87
386393,633834,FREMF 2023-K506,30321827,10-1,0.99,2024-12-31,179,units,2024-01-01,2024-12-31,NOR,AN,320PROPINS,177,False,371.48
214549,99532,FRESB 2019-SB62,499494210,115-1,0.871,2024-12-31,31.0,units,2024-01-01,2024-12-31,NOR,AN,020VACANCY,27,False,-1771.10
415267,756868,HGI 2021-FL1,11259485,44-1,0.9546,2024-12-31,88.0,units,2024-01-01,2024-12-31,NOR,AN,020VACANCY,84,False,-1831.00
134105,257778,JPMBB 2016-C1,883100562,6-17,0.925,2024-12-31,185.0,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,171,False,11.09
190300,268097,CGCMT 2019-C7,300572046,15-1,0.875,2019-12-19,183570.0,sf,2019-08-21,2019-12-19,NOR,UB,160OTHERIN,160623,False,0.39
413103,752914,ARCLO 2021-FL1,330181000,25,0.95,2024-12-31,224,units,2024-01-01,2024-12-31,NOR,AN,320PROPINS,212,False,1364.59
77348,260661,BXMT 2021-FL4,30319538,5-1,0.0,2023-12-31,295231.0,sf,2023-10-01,2024-09-30,NOR,TR,050PCTRENT,295231.0,True,0.00
209967,327015,JPMBB 2015-C32,203281002,5-95,0.759,2024-12-31,144.0,units,2024-01-01,2024-12-31,NOR,AN,510CAPEX,109,False,36.98
60176,401603,FREMF 2022-K143,30320938,2-1,0.97,2024-09-30,472.0,units,2024-01-01,2024-12-31,NOR,AN,340REPAIRS,457,False,982.72
196120,382844,AREIT 2022-CRE6,21072003,10,0.77,2023-06-30,100,units,2022-07-01,2023-06-30,NOR,AN,020VACANCY,77,False,-8756.19
188745,389918,FREMF 2020-KS14,820118472,14-1,0.8134,2024-12-31,134.0,units,2024-01-01,2024-12-31,NOR,AN,120NURSING,108,False,104.59
409367,736338,FREMF2023K754,30322082,7-1,0.92,2024-09-30,290,units,2024-01-01,2024-12-31,NOR,AN,030BASERNT,266,False,0.00
14715,361061,CGCMT 2019-C7,695101201,40-1,0.9135,2019-11-21,646459.0,sf,2019-01-01,2019-11-21,NOR,UB,510CAPEX,590540,False,0.22
319559,549527,FRETE 2023-ML15,534345719,13-1,0.929,2024-12-31,156.0,units,2024-01-01,2024-12-31,NOR,AN,510CAPEX,144,False,325.00
8789,336647,CGCMT 2018-B2,30314128,1-A-1-2,0.99,2022-09-30,787,units,2021-10-01,2022-09-30,NOR,AN,310RETAXES,779,False,186.31
139709,401670,BBCMS 2021-C10,10227233,27-1,0.9264,2023-09-30,51751.0,sf,2024-01-01,2024-12-31,NOR,AN,400PROFESS,47942,False,0.81
414423,755504,FREMF 2023-K153,10243576,23-1,0.8854,2024-09-30,96.0,units,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,84,False,715.23
209967,351359,JPMBB 2015-C32,203281002,5-81,0.505,2024-12-31,142.0,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,71,False,27.10
105510,47715,MSBAM 2016-C29,300801457,14-1,0.81,2024-12-31,974.0,units,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,788,False,65.96
92291,219911,BMARK 2019-B9,321371003,3-1,0.9105,2023-12-31,605767.0,sf,2023-01-01,2023-12-31,NOR,AN,370MANAGEM,551550,False,0.80
143456,264251,MSBAM 2017-C34,300801674,6-5,0.9791,2024-12-31,378.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,370,False,1489.21
134105,410748,JPMBB 2016-C1,883100562,6-4,0.8337,2024-12-31,471.0,units,2024-01-01,2024-12-31,NOR,AN,440OTHEREX,392,False,28.07
209967,306697,JPMBB 2015-C32,203281002,5-88,0.9304,2024-12-31,227.0,units,2024-01-01,2024-12-31,NOR,AN,340REPAIRS,211,False,205.71
53924,408197,BANK 2021-BNK31,310956258,22-1,0.7808,2024-12-31,603.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,470,False,168.90
139295,404553,GSMS 2015-GS1,30520828,23-1,0.0,2023-12-31,73575,sf,2024-01-01,2024-09-30,NOR,YTD,390MARKETI,73575,True,0.05
189384,111385,CGCMT 2019-GC43,322660009,9-29,1,2023-09-30,44033.0,sf,2023-01-01,2023-12-31,NOR,AN,410GENERAL,44033,False,0.09
59988,170163,MSC 2020-HR8,323741021,21-1,0.9963,2024-09-30,111510.0,sf,2024-01-01,2024-12-31,NOR,AN,390MARKETI,111097,False,0.27
318621,548310,CGCMT 2023-PRM3,11158352,A-1-19,0.9773,2024-09-30,606.0,units,2024-01-01,2024-09-30,NOR,YTD,160OTHERIN,592,False,161.08
129625,270727,MSBAM 2015-C27,1544803,4-42,0.9132,2024-12-31,255.0,units,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,232,False,135.17
196120,382844,AREIT 2022-CRE6,21072003,10,0.89,2022-12-31,100,units,2022-01-01,2022-12-31,NOR,AN,510CAPEX,89,False,0.00
387565,637194,FREMF 2023-K751,327331017,17-1,0.9583,2024-12-31,72.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,68,False,2399.91
139709,401670,BBCMS 2021-C10,10227233,27-1,0.9264,2023-09-30,51751.0,sf,2024-01-01,2024-12-31,NOR,AN,410GENERAL,47942,False,3.20
209967,314848,JPMBB 2015-C32,203281002,5-101,0.5122,2024-12-31,109.0,units,2024-01-01,2024-12-31,NOR,AN,440OTHEREX,55,False,19.87
148674,369649,CGCMT 2018-B2,30299262,5-A-3-15,0.96,2024-06-30,585,units,2023-07-01,2024-06-30,NOR,TR,020VACANCY,561,False,-49.58
148674,8761,CGCMT 2018-B2,30299262,5-A-3-22,0.92,2023-12-31,522,units,2023-01-01,2023-12-31,NOR,AN,400PROFESS,480,False,0.09
44807,98603,BX 2022-AHP,430960135,1-1,0.9958,2024-09-30,240.0,units,2024-01-01,2024-09-30,NOR,YTD,370MANAGEM,238,False,16641.43
318621,548316,CGCMT 2023-PRM3,11158352,A-1-24,0.9734,2024-09-30,447.0,units,2024-01-01,2024-09-30,NOR,YTD,510CAPEX,435,False,11.48
129625,42685,MSBAM 2015-C27,1544803,4-43,0.8943,2024-12-31,288.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,257,False,1237.97
115813,358244,JPMDB 2019-COR6,30503090,28-5,1,2023-06-30,30156.0,sf,2024-01-01,2024-12-31,NOR,AN,500TENANTI,30156,False,0.00
129625,312245,MSBAM 2015-C27,1544803,4-75,0.8723,2024-12-31,246,units,2024-01-01,2024-12-31,NOR,AN,380PAYROLL,214,False,943.37
214106,87843,WFCM 2015-C31,303161030,21-1,0.9012,2024-12-31,25.0,units,2024-01-01,2024-12-31,NOR,AN,370MANAGEM,22,False,2971.36
198838,81058,FRESB 2017-SB36,932580629,52-1,0.952,2024-06-30,42.0,units,2024-01-01,2024-12-31,NOR,AN,340REPAIRS,39,False,1714.89
26324,261801,CGCMT 2018-B2,30314131,2-2,0.61,2024-09-30,198361,sf,2024-01-01,2024-09-30,NOR,YTD,320PROPINS,121000,False,0.39
318621,548303,CGCMT 2023-PRM3,11158352,A-1-12,0.9631,2024-09-30,125.0,units,2024-01-01,2024-09-30,NOR,YTD,160OTHERIN,120,False,790.01
194142,130871,FREMF 2021-K742,30319677,19-1,0.0,2023-12-31,91.0,units,2024-01-01,2024-12-31,NOR,AN,400PROFESS,91.0,True,53.96
200572,110308,FREMF 2018-K1507,320471114,14-1,0.9338,2024-12-31,272.0,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,253,False,505.07
46528,270418,BX 2021-RISE,10231703,HRR-15,0.9594,2024-09-30,271.0,units,2023-10-01,2024-09-30,NOR,TR,340REPAIRS,259,False,1011.17
148674,271258,CGCMT 2018-B2,30299262,5-A-3-19,0.93,2024-06-30,425,units,2023-07-01,2024-06-30,NOR,TR,160OTHERIN,395,False,182.02
135091,80410,BMARK 2022-B35,10237531,12-1,1,2023-06-30,2475,sf,2024-01-01,2024-12-31,NOR,AN,030BASERNT,2475,False,4397.70
161828,90844,MSBAM 2016-C28,300801423,4-1,0.7472,2024-12-31,190926.0,sf,2024-01-01,2024-12-31,NOR,AN,510CAPEX,142659,False,0.29
178346,152355,WFCM 2015-P2,28000803,25-1,0.9056,2024-12-31,180,units,2024-01-01,2024-12-31,NOR,AN,150PARKING,163,False,53.60
209967,318548,JPMBB 2015-C32,203281002,5-1,0.9393,2024-12-31,861.0,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,808,False,38.20
113781,253461,CGCMT 2019-C7,28002330,45-1,1,2023-04-25,63548.0,sf,2023-01-01,2023-12-31,NOR,AN,500TENANTI,63548,False,0.66
129625,163922,MSBAM 2015-C27,1544803,4-90,0.8514,2024-12-31,144.0,units,2024-01-01,2024-12-31,NOR,AN,440OTHEREX,122,False,292.72
127484,315142,MSBAM 2017-C33,300801596,41-1,0.8176,2024-12-31,72575.0,sf,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,59337,False,1.70
46528,368820,BX 2021-RISE,10231703,HRR-13,0.9718,2024-09-30,284.0,units,2023-10-01,2024-09-30,NOR,TR,410GENERAL,275,False,297.20
321943,554273,DC 2023-DC,30510035,1-A-1-1,0.94,2024-09-30,360000.0,sf,2024-01-01,2024-09-30,NOR,YTD,370MANAGEM,338400,False,20.61
203076,332820,CGCMT 2018-C6,304102115,2-1,0.945,2023-12-31,682406.0,sf,2023-01-01,2023-12-31,NOR,AN,510CAPEX,644873,False,0.21
8789,251775,CGCMT 2018-B2,30314128,1-A-1-17,0.96,2022-09-30,552,units,2021-10-01,2022-09-30,NOR,AN,380PAYROLL,529,False,154.72
82075,245445,BANK 2019-BNK16,410947454,54-1,0.9313,2024-12-31,123,units,2024-01-01,2024-12-31,NOR,AN,330UTILITI,114,False,432.68
76110,136161,FREMF 2019-KC05,322701116,16-1,0.9433,2024-12-31,194.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,183,False,1582.30
47790,253027,BANK 2019-BNK22,453012193,14-2,0.9808,2024-12-31,433816.0,sf,2024-01-01,2024-12-31,NOR,AN,030BASERNT,425486,False,11.48
209967,306697,JPMBB 2015-C32,203281002,5-88,0.9304,2024-12-31,227.0,units,2024-01-01,2024-12-31,NOR,AN,030BASERNT,211,False,953.94
124376,240982,WFCM 2020-C56,310954668,8-1,0.7743,2024-12-31,350.0,units,2024-01-01,2024-12-31,NOR,AN,020VACANCY,271,False,-577.11
134105,425405,JPMBB 2016-C1,883100562,6-7,0.9841,2024-12-31,305.0,units,2024-01-01,2024-12-31,NOR,AN,030BASERNT,300,False,1729.59
189384,101291,CGCMT 2019-GC43,322660009,9-20,1,2023-09-30,66000.0,sf,2023-01-01,2023-12-31,NOR,AN,040EXPREMB,66000,False,0.91
172327,358898,FREMF 2020-KL06,10219639,D-FX-3,0.9281,2024-09-30,292.0,units,2024-01-01,2024-09-30,NOR,YTD,380PAYROLL,271,False,1304.61
63850,403695,FREMF 2019-K88,30315776,7-1,0.91,2024-09-30,470.0,units,2024-01-01,2024-12-31,NOR,AN,320PROPINS,427,False,1044.35
148674,375353,CGCMT 2018-B2,30299262,5-A-3-35,0.86,2024-06-30,339,units,2023-07-01,2024-06-30,NOR,TR,320PROPINS,291,False,52.08
26324,76079,CGCMT 2018-B2,30314131,2-1,0.67,2024-09-30,195941,sf,2024-01-01,2024-09-30,NOR,YTD,010GROSRNT,131280,False,18.53
209967,174051,JPMBB 2015-C32,203281002,5-43,0.8943,2024-12-31,288.0,units,2024-01-01,2024-12-31,NOR,AN,410GENERAL,257,False,20.56
8789,428227,CGCMT 2018-B2,30314128,1-A-1-24,0.94,2022-09-30,424,units,2021-10-01,2022-09-30,NOR,AN,310RETAXES,398,False,117.67
415796,757730,RIAL 2022-FL8,300572347,13-1,0.7257,2024-12-31,303.0,units,2024-01-01,2024-12-31,NOR,AN,390MARKETI,219,False,4562.65
179517,54565,FREMF 2016-K56,10107740,28-1,0.986,2024-12-31,216.0,units,2024-01-01,2024-12-31,NOR,AN,340REPAIRS,212,False,1710.05
129625,341978,MSBAM 2015-C27,1544803,4-17,0.9215,2024-12-31,572.0,units,2024-01-01,2024-12-31,NOR,AN,320PROPINS,527,False,66.32
214603,168859,WFCM 2017-C40,883100766,15-1,0.9968,2024-12-31,144285.0,sf,2024-01-01,2024-12-31,NOR,AN,350JANITOR,143823,False,0.01
187646,302568,FREMF 2020-K104,10210935,1-18,0.9373,2024-10-21,303.0,units,2024-01-01,2024-12-31,NOR,AN,150PARKING,284,False,381.08
209967,20994,JPMBB 2015-C32,203281002,5-38,0.9378,2024-12-31,380,units,2024-01-01,2024-12-31,NOR,AN,030BASERNT,356,False,1919.06
318621,548311,CGCMT 2023-PRM3,11158352,A-1-2,0.952,2024-09-30,1100.0,units,2024-01-01,2024-09-30,NOR,YTD,370MANAGEM,1047,False,92.50
45672,354307,ACREC 2021-FL1,330181000,25,0.95,2024-12-31,224.0,units,2024-01-01,2024-12-31,NOR,AN,020VACANCY,212,False,-2111.80
189384,210436,CGCMT 2019-GC43,322660009,9-17,1,2023-09-30,92367,sf,2023-01-01,2023-12-31,NOR,AN,370MANAGEM,92367,False,0.09
135091,80410,BMARK 2022-B35,10237531,12-1,1,2023-06-30,2475,sf,2024-01-01,2024-12-31,NOR,AN,310RETAXES,2475,False,287.07
181641,353188,WFCM 2021-C61,300572269,56-1,1,2023-06-30,13225.0,sf,2024-01-01,2024-12-31,NOR,AN,320PROPINS,13225,False,0.13
129625,180047,MSBAM 2015-C27,1544803,4-19,0.9258,2024-12-31,272.0,units,2024-01-01,2024-12-31,NOR,AN,030BASERNT,251,False,2582.54
133422,306436,BBCMS 2021-C12,10231414,23-1,1,2023-06-30,15120.0,sf,2024-01-01,2024-12-31,NOR,AN,400PROFESS,15120,False,0.13
71579,155751,FRETE 2019-ML05,932436455,12-1,0.854,2024-12-31,96.0,units,2024-01-01,2024-12-31,NOR,AN,160OTHERIN,81,False,149.49
111914,180881,GSMS 2020-DUNE,10208732,G-6,0.5073,2021-06-30,128,units,2023-10-01,2024-09-30,NOR,TR,060ROOMREV,64,False,70141.97
193831,218449,BMARK 2018-B4,310851010,10-1,0.733,2024-12-31,410.0,units,2024-01-01,2024-12-31,NOR,AN,300OTHDEPT,300,False,4016.63
48120,85059,CGCMT 2016-C1,407000624,2-43,0.956,2016-05-18,57245,sf,2016-01-05,2016-05-18,NOR,UB,030BASERNT,54726,False,2.17
83501,48785,MSC 2017-H1,30312525,49-1,0.87,2024-09-30,461,units,2024-01-01,2024-12-31,NOR,AN,510CAPEX,401,False,32.27
422212,777166,ELMCL 2024-GTWY,30511161,1-C-1-3,,,306406,sf,2023-10-01,2024-09-30,NOR,TR,160OTHERIN,306406,True,0.75
209967,283357,JPMBB 2015-C32,203281002,5-65,0.9293,2024-12-31,197.0,units,2024-01-01,2024-12-31,NOR,AN,380PAYROLL,183,False,1034.59
46909,205891,FRESB 2018-SB53,502801751,191-1,0.9,2023-12-31,10.0,units,2024-01-01,2024-12-31,NOR,AN,320PROPINS,9,False,388.89
71740,280959,BBCMS 2019-C5,10203267,12-1,0.9997,2024-12-31,179864.0,sf,2024-01-01,2024-12-31,NOR,AN,310RETAXES,179810,False,2.48
198838,81058,FRESB 2017-SB36,932580629,52-1,0.952,2024-06-30,42.0,units,2024-01-01,2024-12-31,NOR,AN,510CAPEX,39,False,323.08
209967,411208,JPMBB 2015-C32,203281002,5-96,0.965,2024-12-31,182.0,units,2024-01-01,2024-12-31,NOR,AN,440OTHEREX,175,False,60.56
32190,253131,FRESB 2021-SB89,506981673,35-1,0.96,2024-07-23,50.0,units,2024-01-01,2024-12-31,NOR,AN,310RETAXES,48,False,2522.77
131715,87847,CGCMT 2017-P8,695100815,15-1,0.7835,2024-12-31,229766.0,sf,2024-01-01,2024-12-31,NOR,AN,020VACANCY,180021,False,-0.40
129625,405665,MSBAM 2015-C27,1544803,4-58,0.8785,2024-12-31,185.0,units,2024-01-01,2024-12-31,NOR,AN,330UTILITI,162,False,56.59
189384,107733,CGCMT 2019-GC43,322660009,9-15,1,2022-09-30,55118,sf,2022-01-01,2022-12-31,NOR,AN,040EXPREMB,55118,False,1.42
167480,365688,FREMF 2020-K108,323471130,30-1,0.9265,2024-12-31,272.0,units,2024-01-01,2024-12-31,NOR,AN,390MARKETI,252,False,251.71
209967,127037,JPMBB 2015-C32,203281002,5-17,0.9215,2024-12-31,572,units,2024-01-01,2024-12-31,NOR,AN,320PROPINS,527,False,66.32
95227,353872,MSC 2019-L3,453012192,25-2,0.9808,2024-12-31,433816.0,sf,2024-01-01,2024-12-31,NOR,AN,390MARKETI,425486,False,0.00
209967,272056,JPMBB 2015-C32,203281002,5-36,0.9232,2024-12-31,382.0,units,2024-01-01,2024-12-31,NOR,AN,440OTHEREX,352,False,136.93
189384,412190,CGCMT 2019-GC43,322660009,9-13,1,2023-09-30,147847.0,sf,2024-01-01,2024-09-30,NOR,YTD,410GENERAL,147847,False,0.03
217039,234707,FREMF 2020-KG03,30318351,13-1,0.9,2024-10-01,196,units,2024-01-01,2024-12-31,NOR,AN,020VACANCY,176,False,-5949.00
80467,274214,CSAIL 2017-CX10,10181312,2-11,1,2023-03-31,33000.0,sf,2023-10-01,2024-09-30,NOR,TR,340REPAIRS,33000,False,4.32
48120,349127,CGCMT 2016-C1,407000624,2-45,1,2020-12-31,42000,sf,2021-01-01,2021-12-31,NOR,AN,030BASERNT,42000,False,2.58
209967,143698,JPMBB 2015-C32,203281002,5-80,0.9491,2024-12-31,210.0,units,2024-01-01,2024-12-31,NOR,AN,030BASERNT,199,False,1548.62
105510,47715,MSBAM 2016-C29,300801457,14-1,0.81,2024-12-31,974.0,units,2024-01-01,2024-12-31,NOR,AN,440OTHEREX,788,False,2.14
