property,date,avg_rent_per_sqft,net_leased,rev_pasf,rev_pasf_rank,year_month,quarter
Cortland Sabino Canyon,2023-11-15,1.676740589558502,0.8882978723404256,1.489445098171648,1.0,2023-11,Q4 2023
Cortland Sabino Canyon,2023-11-16,1.676740589558502,0.8882978723404256,1.489445098171648,1.0,2023-11,Q4 2023
Cortland Sabino Canyon,2023-11-17,1.6753300916270149,0.8829787234042553,1.4792808255855556,1.0,2023-11,Q4 2023
Cortland Sabino Canyon,2023-11-18,1.6753300916270149,0.8882978723404256,1.4881921558601674,1.0,2023-11,Q4 2023
Cortland Sabino Canyon,2023-11-19,1.6753300916270149,0.8882978723404256,1.4881921558601674,1.0,2023-11,Q4 2023
Cortland Sabino Canyon,2023-11-20,1.6753300916270149,0.8882978723404256,1.4881921558601674,1.0,2023-11,Q4 2023
Cortland Sabino Canyon,2023-11-21,1.6753300916270149,0.8829787234042553,1.4792808255855556,1.0,2023-11,Q4 2023
Cortland Sabino Canyon,2023-11-22,1.6753300916270149,0.8829787234042553,1.4792808255855556,1.0,2023-11,Q4 2023
Cortland Sabino Canyon,2023-11-23,1.6748619260992479,0.8776595744680851,1.4699586053530633,1.0,2023-11,Q4 2023
Cortland Sabino Canyon,2023-11-24,1.6748619260992479,0.8829787234042553,1.4788674453855062,1.0,2023-11,Q4 2023
Cortland Sabino Canyon,2023-11-25,1.6668665689555269,0.8776595744680851,1.4629414036045847,1.0,2023-11,Q4 2023
Cortland Sabino Canyon,2023-11-26,1.6628592245167204,0.8829787234042553,1.4682693152647637,1.0,2023-11,Q4 2023
Cortland Sabino Canyon,2023-11-27,1.6628592245167204,0.8882978723404256,1.4771143111398528,1.0,2023-11,Q4 2023
Cortland Sabino Canyon,2023-11-28,1.6628592245167204,0.8829787234042553,1.4682693152647637,1.0,2023-11,Q4 2023
Cortland Sabino Canyon,2023-11-29,1.6628592245167204,0.8776595744680851,1.4594243193896748,1.0,2023-11,Q4 2023
Cortland Sabino Canyon,2023-11-30,1.6628592245167204,0.8776595744680851,1.4594243193896748,1.0,2023-11,Q4 2023
Cortland Sabino Canyon,2023-12-01,1.6628592245167204,0.8776595744680851,1.4594243193896748,1.0,2023-12,Q4 2023
Cortland Sabino Canyon,2023-12-02,1.6628592245167204,0.8776595744680851,1.4594243193896748,1.0,2023-12,Q4 2023
Cortland Sabino Canyon,2023-12-03,1.6628592245167204,0.8776595744680851,1.4594243193896748,1.0,2023-12,Q4 2023
Cortland Sabino Canyon,2023-12-04,1.6625442439780647,0.8776595744680851,1.4591478737041523,1.0,2023-12,Q4 2023
Cortland Sabino Canyon,2023-12-05,1.6625442439780647,0.8829787234042553,1.4679911941508443,1.0,2023-12,Q4 2023
Cortland Sabino Canyon,2023-12-06,1.6591920240263307,0.8829787234042553,1.465031255257292,1.0,2023-12,Q4 2023
Cortland Sabino Canyon,2023-12-07,1.6591920240263307,0.8882978723404256,1.4738567447467938,1.0,2023-12,Q4 2023
Cortland Sabino Canyon,2023-12-08,1.6591920240263307,0.8829787234042553,1.465031255257292,1.0,2023-12,Q4 2023
Cortland Sabino Canyon,2023-12-09,1.6591920240263307,0.8829787234042553,1.465031255257292,1.0,2023-12,Q4 2023
Cortland Sabino Canyon,2023-12-10,1.6591920240263307,0.8829787234042553,1.465031255257292,1.0,2023-12,Q4 2023
Cortland Sabino Canyon,2023-12-11,1.6591920240263307,0.8829787234042553,1.465031255257292,1.0,2023-12,Q4 2023
Cortland Sabino Canyon,2023-12-12,1.6554778932833052,0.8670212765957447,1.4353345564105253,1.0,2023-12,Q4 2023
Cortland Sabino Canyon,2023-12-13,1.6554778932833052,0.8723404255319149,1.4441402898854365,1.0,2023-12,Q4 2023
Cortland Sabino Canyon,2023-12-14,1.6554778932833052,0.8723404255319149,1.4441402898854365,1.0,2023-12,Q4 2023
Cortland Sabino Canyon,2023-12-15,1.6554778932833052,0.8723404255319149,1.4441402898854365,1.0,2023-12,Q4 2023
Cortland Sabino Canyon,2023-12-16,1.6554778932833052,0.8723404255319149,1.4441402898854365,1.0,2023-12,Q4 2023
Cortland Sabino Canyon,2023-12-17,1.654607265288264,0.8723404255319149,1.4433808058897621,1.0,2023-12,Q4 2023
Cortland Sabino Canyon,2023-12-18,1.654607265288264,0.8776595744680851,1.4521819083646996,1.0,2023-12,Q4 2023
