,property,date,avg_rent_per_sqft,net_leased,rev_pasf,rev_pasf_rank,year_month,quarter
0,Cortland League City,2023-11-10,1.6665451531217648,0.9261363636363636,1.543448067947998,1.0,2023-11,Q4 2023
1,Cortland League City,2023-11-11,1.6665451531217648,0.9318181818181819,1.5529170744998264,1.0,2023-11,Q4 2023
2,Cortland League City,2023-11-12,1.6665451531217648,0.9318181818181819,1.5529170744998264,1.0,2023-11,Q4 2023
3,Cortland League City,2023-11-13,1.6665451531217648,0.9318181818181819,1.5529170744998264,1.0,2023-11,Q4 2023
4,Cortland League City,2023-11-14,1.6691831472902954,0.9289772727272727,1.5506332078520642,1.0,2023-11,Q4 2023
5,Cortland League City,2023-11-15,1.6713817547510013,0.9318181818181819,1.5574239078361605,1.0,2023-11,Q4 2023
6,Cortland League City,2023-11-16,1.6713817547510013,0.9346590909090909,1.5621721514576121,1.0,2023-11,Q4 2023
7,Cortland League City,2023-11-17,1.6741857133990554,0.9346590909090909,1.564792896898549,1.0,2023-11,Q4 2023
8,Cortland League City,2023-11-18,1.6741857133990554,0.9375,1.5695491063116145,1.0,2023-11,Q4 2023
9,Cortland League City,2023-11-19,1.6744922744732578,0.9375,1.569836507318679,1.0,2023-11,Q4 2023
10,Cortland League City,2023-11-20,1.6744922744732578,0.9403409090909091,1.5745935876438872,1.0,2023-11,Q4 2023
11,Cortland League City,2023-11-21,1.6761405084960996,0.9403409090909091,1.5761434895233208,1.0,2023-11,Q4 2023
12,Cortland League City,2023-11-22,1.6761405084960996,0.9431818181818182,1.5809052523315485,1.0,2023-11,Q4 2023
13,Cortland League City,2023-11-23,1.6761405084960996,0.9431818181818182,1.5809052523315485,1.0,2023-11,Q4 2023
14,Cortland League City,2023-11-24,1.6787018981211086,0.9431818181818182,1.5833211084551366,1.0,2023-11,Q4 2023
15,Cortland League City,2023-11-25,1.6787018981211086,0.9460227272727273,1.588090147938435,1.0,2023-11,Q4 2023
16,Cortland League City,2023-11-26,1.6787018981211086,0.9460227272727273,1.588090147938435,1.0,2023-11,Q4 2023
17,Cortland League City,2023-11-27,1.6787018981211086,0.9460227272727273,1.588090147938435,1.0,2023-11,Q4 2023
18,Cortland League City,2023-11-28,1.6787018981211086,0.9431818181818182,1.5833211084551366,1.0,2023-11,Q4 2023
19,Cortland League City,2023-11-29,1.6787018981211086,0.9431818181818182,1.5833211084551366,1.0,2023-11,Q4 2023
20,Cortland League City,2023-11-30,1.6813960658743077,0.9431818181818182,1.5858621984950858,1.0,2023-11,Q4 2023
21,Cortland League City,2023-12-01,1.6764764025218983,0.9431818181818182,1.5812220614695178,1.0,2023-12,Q4 2023
22,Cortland League City,2023-12-02,1.678910945947846,0.9488636363636364,1.5930575453027855,1.0,2023-12,Q4 2023
23,Cortland League City,2023-12-03,1.678910945947846,0.9517045454545454,1.5978271786719556,1.0,2023-12,Q4 2023
24,Cortland League City,2023-12-04,1.678910945947846,0.9517045454545454,1.5978271786719556,1.0,2023-12,Q4 2023
25,Cortland League City,2023-12-05,1.678910945947846,0.9460227272727273,1.5882879119336157,1.0,2023-12,Q4 2023
26,Cortland League City,2023-12-06,1.678910945947846,0.9460227272727273,1.5882879119336157,1.0,2023-12,Q4 2023
27,Cortland League City,2023-12-07,1.678910945947846,0.9460227272727273,1.5882879119336157,1.0,2023-12,Q4 2023
28,Cortland League City,2023-12-08,1.678910945947846,0.9431818181818182,1.5835182785644457,1.0,2023-12,Q4 2023
29,Cortland League City,2023-12-09,1.678910945947846,0.9431818181818182,1.5835182785644457,1.0,2023-12,Q4 2023
30,Cortland League City,2023-12-10,1.678910945947846,0.9431818181818182,1.5835182785644457,1.0,2023-12,Q4 2023
31,Cortland League City,2023-12-11,1.678910945947846,0.9431818181818182,1.5835182785644457,1.0,2023-12,Q4 2023
32,Cortland League City,2023-12-12,1.6828234307141567,0.9346590909090909,1.5728662179118114,1.0,2023-12,Q4 2023
33,Cortland League City,2023-12-13,1.6804853461154476,0.9346590909090909,1.5706809058863134,1.0,2023-12,Q4 2023
34,Cortland League City,2023-12-14,1.6687676343543452,0.9346590909090909,1.5597288400641465,1.0,2023-12,Q4 2023
35,Cortland League City,2023-12-15,1.6687676343543452,0.9346590909090909,1.5597288400641465,1.0,2023-12,Q4 2023
36,Cortland League City,2023-12-16,1.6687676343543452,0.9318181818181819,1.5549880229210944,1.0,2023-12,Q4 2023
37,Cortland League City,2023-12-17,1.6652035895776112,0.9318181818181819,1.5516669811973196,1.0,2023-12,Q4 2023
38,Cortland League City,2023-12-18,1.6652035895776112,0.9346590909090909,1.556397673213165,1.0,2023-12,Q4 2023
39,Cortland League City,2023-12-19,1.6652035895776112,0.9318181818181819,1.5516669811973196,1.0,2023-12,Q4 2023
