property,date,avg_rent_per_sqft,net_leased,rev_pasf,rev_pasf_rank,year_month,quarter
Cortland Santos Flats,2023-11-10,2.0669069112036142,0.902027027027027,1.8644058962546113,1.0,2023-11,Q4 2023
Cortland Santos Flats,2023-11-11,2.0625263055246035,0.9087837837837838,1.8743904600882375,1.0,2023-11,Q4 2023
Cortland Santos Flats,2023-11-12,2.056973949346767,0.9121621621621622,1.876293805147389,1.0,2023-11,Q4 2023
Cortland Santos Flats,2023-11-13,2.056973949346767,0.9155405405405406,1.8832430414627497,1.0,2023-11,Q4 2023
Cortland Santos Flats,2023-11-14,2.056973949346767,0.9155405405405406,1.8832430414627497,1.0,2023-11,Q4 2023
Cortland Santos Flats,2023-11-15,2.056973949346767,0.9155405405405406,1.8832430414627497,1.0,2023-11,Q4 2023
Cortland Santos Flats,2023-11-16,2.056973949346767,0.9121621621621622,1.876293805147389,1.0,2023-11,Q4 2023
Cortland Santos Flats,2023-11-17,2.0455100091672875,0.9087837837837838,1.8589263258986497,1.0,2023-11,Q4 2023
Cortland Santos Flats,2023-11-18,2.0455100091672875,0.9155405405405406,1.8727473394741045,1.0,2023-11,Q4 2023
Cortland Santos Flats,2023-11-19,2.0388054492903462,0.9155405405405406,1.8666090431002833,1.0,2023-11,Q4 2023
Cortland Santos Flats,2023-11-20,2.0388054492903462,0.9189189189189189,1.8734968993478855,1.0,2023-11,Q4 2023
Cortland Santos Flats,2023-11-21,2.0388054492903462,0.9155405405405406,1.8666090431002833,1.0,2023-11,Q4 2023
Cortland Santos Flats,2023-11-22,2.034076979088708,0.9087837837837838,1.8485361735637245,1.0,2023-11,Q4 2023
Cortland Santos Flats,2023-11-23,2.034076979088708,0.9155405405405406,1.8622799369359457,1.0,2023-11,Q4 2023
Cortland Santos Flats,2023-11-24,2.034076979088708,0.9155405405405406,1.8622799369359457,1.0,2023-11,Q4 2023
Cortland Santos Flats,2023-11-25,2.0342992896373175,0.9155405405405406,1.8624834712557874,1.0,2023-11,Q4 2023
Cortland Santos Flats,2023-11-26,2.0342992896373175,0.9189189189189189,1.8693561039910485,1.0,2023-11,Q4 2023
Cortland Santos Flats,2023-11-27,2.0386053181520274,0.9155405405405406,1.866425814929728,1.0,2023-11,Q4 2023
Cortland Santos Flats,2023-11-28,2.0454109681604695,0.9121621621621622,1.8657464912274553,1.0,2023-11,Q4 2023
Cortland Santos Flats,2023-11-29,2.0454109681604695,0.9189189189189189,1.8795668356069177,1.0,2023-11,Q4 2023
Cortland Santos Flats,2023-11-30,2.0454109681604695,0.9189189189189189,1.8795668356069177,1.0,2023-11,Q4 2023
Cortland Santos Flats,2023-12-01,2.0454109681604695,0.9189189189189189,1.8795668356069177,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-02,2.0454109681604695,0.9189189189189189,1.8795668356069177,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-03,2.0454109681604695,0.9189189189189189,1.8795668356069177,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-04,2.039569335809086,0.9189189189189189,1.8741988491218629,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-05,2.0357096091929683,0.9155405405405406,1.8637746759841027,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-06,2.0357096091929683,0.9256756756756757,1.8844068679691666,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-07,2.0357096091929683,0.9222972972972973,1.8775294706408119,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-08,2.0314830427357737,0.9189189189189189,1.866768201432873,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-09,2.0314830427357737,0.9256756756756757,1.8804944382081148,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-10,2.0274349044364297,0.9256756756756757,1.876747175052641,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-11,2.0274349044364297,0.9290540540540541,1.8835966172973586,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-12,2.0274349044364297,0.9121621621621622,1.8493494060737703,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-13,2.025205661501803,0.9087837837837838,1.840474063999949,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-14,2.025205661501803,0.9155405405405406,1.8541578860371235,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-15,2.023919596740054,0.9121621621621622,1.846142875404779,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-16,2.023919596740054,0.9155405405405406,1.852980441609982,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-17,2.023919596740054,0.9121621621621622,1.846142875404779,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-18,2.023919596740054,0.9121621621621622,1.846142875404779,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-19,2.023919596740054,0.9087837837837838,1.8393053091995761,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-20,2.023919596740054,0.902027027027027,1.8256301767891703,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-21,2.023919596740054,0.902027027027027,1.8256301767891703,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-22,2.023919596740054,0.902027027027027,1.8256301767891703,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-23,2.0168997441002356,0.902027027027027,1.819298079982307,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-24,2.0168997441002356,0.9087837837837838,1.8329257809559574,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-25,2.0168997441002356,0.9087837837837838,1.8329257809559574,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-26,2.0168997441002356,0.9087837837837838,1.8329257809559574,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-27,2.010886591165571,0.9054054054054054,1.8206675892985573,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-28,2.010886591165571,0.9087837837837838,1.827461125079522,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-29,2.010886591165571,0.9087837837837838,1.827461125079522,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-30,2.0022778566315114,0.9087837837837838,1.8196376467360695,1.0,2023-12,Q4 2023
Cortland Santos Flats,2023-12-31,2.0022778566315114,0.9155405405405406,1.8331665511727688,1.0,2023-12,Q4 2023
Cortland Santos Flats,2024-01-01,2.0022778566315114,0.9155405405405406,1.8331665511727688,1.0,2024-01,Q1 2024
Cortland Santos Flats,2024-01-02,2.0022778566315114,0.9155405405405406,1.8331665511727688,1.0,2024-01,Q1 2024
Cortland Santos Flats,2024-01-03,2.0022778566315114,0.9155405405405406,1.8331665511727688,1.0,2024-01,Q1 2024
