property,date,avg_rent_per_sqft,net_leased,rev_pasf,rev_pasf_rank,year_month,quarter
Cortland Satori,2023-08-22,2.3627395467178607,0.9229024943310657,2.180578221120565,1.0,2023-08,Q3 2023
Cortland Satori,2023-08-23,2.367341235244043,0.9206349206349207,2.1794570102246746,1.0,2023-08,Q3 2023
Cortland Satori,2023-08-24,2.367341235244043,0.9251700680272109,2.1901932516543527,1.0,2023-08,Q3 2023
Cortland Satori,2023-08-25,2.3674320394408594,0.9206349206349207,2.179540607739204,1.0,2023-08,Q3 2023
Cortland Satori,2023-08-26,2.383582602866613,0.9229024943310657,2.1998143296297314,1.0,2023-08,Q3 2023
Cortland Satori,2023-08-27,2.383582602866613,0.9251700680272109,2.205219278842581,1.0,2023-08,Q3 2023
Cortland Satori,2023-08-28,2.383582602866613,0.9251700680272109,2.205219278842581,1.0,2023-08,Q3 2023
Cortland Satori,2023-08-29,2.383582602866613,0.9251700680272109,2.205219278842581,1.0,2023-08,Q3 2023
Cortland Satori,2023-08-30,2.3753308575790637,0.9251700680272109,2.1975850110935555,1.0,2023-08,Q3 2023
Cortland Satori,2023-08-31,2.3753308575790637,0.9297052154195011,2.208357486638132,1.0,2023-08,Q3 2023
Cortland Satori,2023-09-01,2.3753627346279353,0.9297052154195011,2.20838712289672,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-02,2.3689497802651758,0.9319727891156463,2.207796733988633,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-03,2.3824293083339625,0.9365079365079365,2.23116395542387,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-04,2.3824293083339625,0.9410430839002267,2.241968623488876,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-05,2.3824293083339625,0.9410430839002267,2.241968623488876,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-06,2.3844383028125695,0.9410430839002267,2.243859173848563,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-07,2.3786321630993936,0.9297052154195011,2.211426727598076,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-08,2.3758878308210987,0.9342403628117913,2.2196503090664232,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-09,2.3758878308210987,0.9387755102040817,2.230425310566746,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-10,2.379336998526266,0.9387755102040817,2.233663304738944,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-11,2.379336998526266,0.9433106575963719,2.24445394872319,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-12,2.384229543589517,0.9387755102040817,2.2382563062268934,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-13,2.384229543589517,0.9410430839002267,2.2436627224255092,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-14,2.3677273612281513,0.9410430839002267,2.2281334578450855,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-15,2.364792509004765,0.9433106575963719,2.230733976748259,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-16,2.364792509004765,0.9410430839002267,2.2253716354579987,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-17,2.364792509004765,0.9387755102040817,2.2200092941677387,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-18,2.364792509004765,0.9387755102040817,2.2200092941677387,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-19,2.366364926523273,0.9387755102040817,2.22148544122593,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-20,2.3656497636999823,0.9455782312925171,2.23690691941699,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-21,2.35211903356464,0.9433106575963719,2.218778952296803,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-22,2.35211903356464,0.9455782312925171,2.2241125555475167,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-23,2.340575288020972,0.9455782312925171,2.2131970410538444,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-24,2.340575288020972,0.9433106575963719,2.2078896140968807,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-25,2.340575288020972,0.9433106575963719,2.2078896140968807,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-26,2.340575288020972,0.9433106575963719,2.2078896140968807,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-27,2.341388836000824,0.9433106575963719,2.208657042576741,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-28,2.341388836000824,0.9455782312925171,2.2139663143137045,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-29,2.341388836000824,0.9455782312925171,2.2139663143137045,1.0,2023-09,Q3 2023
Cortland Satori,2023-09-30,2.341388836000824,0.9455782312925171,2.2139663143137045,1.0,2023-09,Q3 2023
Cortland Satori,2023-10-01,2.341388836000824,0.9433106575963719,2.208657042576741,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-02,2.341388836000824,0.9433106575963719,2.208657042576741,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-03,2.341388836000824,0.9433106575963719,2.208657042576741,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-04,2.341388836000824,0.9433106575963719,2.208657042576741,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-05,2.342133121950708,0.9410430839002267,2.2040481759853603,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-06,2.342133121950708,0.9433106575963719,2.209359135445566,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-07,2.342133121950708,0.9410430839002267,2.2040481759853603,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-08,2.342133121950708,0.9410430839002267,2.2040481759853603,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-09,2.342133121950708,0.9410430839002267,2.2040481759853603,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-10,2.342133121950708,0.9342403628117913,2.1881152976047433,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-11,2.3486410368069284,0.9342403628117913,2.1941952543411665,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-12,2.335555071780065,0.9342403628117913,2.1819698176267273,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-13,2.323319147295957,0.9342403628117913,2.1705385230973566,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-14,2.323319147295957,0.9365079365079365,2.175806820483515,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-15,2.3132041854315593,0.9365079365079365,2.166334078420032,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-16,2.3132041854315593,0.9387755102040817,2.1715794393847294,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-17,2.3132041854315593,0.9387755102040817,2.1715794393847294,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-18,2.3132041854315593,0.9387755102040817,2.1715794393847294,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-19,2.3132041854315593,0.9365079365079365,2.166334078420032,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-20,2.3132041854315593,0.9342403628117913,2.161088717455334,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-21,2.3132041854315593,0.9342403628117913,2.161088717455334,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-22,2.3132041854315593,0.9342403628117913,2.161088717455334,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-23,2.3132041854315593,0.9319727891156463,2.155843356490637,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-24,2.31358912762994,0.9319727891156463,2.15620211214491,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-25,2.3132026599309445,0.9319727891156463,2.1558419347655744,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-26,2.3132026599309445,0.9319727891156463,2.1558419347655744,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-27,2.3007318625917277,0.9319727891156463,2.144219490986848,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-28,2.3007318625917277,0.9342403628117913,2.149436570040344,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-29,2.3007318625917277,0.9342403628117913,2.149436570040344,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-30,2.3007318625917277,0.9342403628117913,2.149436570040344,1.0,2023-10,Q4 2023
Cortland Satori,2023-10-31,2.3007318625917277,0.9319727891156463,2.144219490986848,1.0,2023-10,Q4 2023
Cortland Satori,2023-11-01,2.3007318625917277,0.9251700680272109,2.1285682538263604,1.0,2023-11,Q4 2023
Cortland Satori,2023-11-02,2.3007318625917277,0.9229024943310657,2.123351174772864,1.0,2023-11,Q4 2023
Cortland Satori,2023-11-03,2.3068922749636984,0.9206349206349207,2.123805586474516,1.0,2023-11,Q4 2023
Cortland Satori,2023-11-04,2.3062239685311896,0.9229024943310657,2.1284198530435243,1.0,2023-11,Q4 2023
Cortland Satori,2023-11-05,2.3062239685311896,0.9251700680272109,2.133649385851985,1.0,2023-11,Q4 2023
Cortland Satori,2023-11-06,2.3062239685311896,0.9251700680272109,2.133649385851985,1.0,2023-11,Q4 2023
Cortland Satori,2023-11-07,2.3066075363436043,0.9229024943310657,2.1287738487343466,1.0,2023-11,Q4 2023
Cortland Satori,2023-11-08,2.3066075363436043,0.9251700680272109,2.1340042513110897,1.0,2023-11,Q4 2023
Cortland Satori,2023-11-09,2.3066075363436043,0.9251700680272109,2.1340042513110897,1.0,2023-11,Q4 2023
Cortland Satori,2023-11-10,2.3066075363436043,0.9251700680272109,2.1340042513110897,1.0,2023-11,Q4 2023
Cortland Satori,2023-11-11,2.3066075363436043,0.9251700680272109,2.1340042513110897,1.0,2023-11,Q4 2023
