,building_name,market,unit_name,unit_group,sqft,effective_price,date,leased_rate
0,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,4032,06/17/2023,False
1,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,4032,06/18/2023,False
2,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,4032,06/19/2023,False
3,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,4032,06/20/2023,False
4,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3929,06/21/2023,False
5,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3959,06/22/2023,False
6,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3959,06/23/2023,False
7,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3959,06/24/2023,False
8,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3959,06/25/2023,False
9,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3868,06/26/2023,False
10,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3868,06/27/2023,False
11,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3788,06/28/2023,False
12,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3702,06/29/2023,False
13,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3691,06/30/2023,False
14,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3784,07/01/2023,False
15,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3784,07/02/2023,False
16,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3708,07/03/2023,False
17,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3699,07/04/2023,False
18,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3689,07/05/2023,False
19,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3680,07/06/2023,False
20,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3562,07/07/2023,False
21,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3574,07/08/2023,False
22,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3549,07/09/2023,False
23,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3549,07/10/2023,False
24,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3409,07/11/2023,False
25,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3397,07/12/2023,False
26,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3465,07/13/2023,False
27,Foster on the Park Apartments,"Durham-Chapel Hill, NC",105,2x2,1258,3332,07/14/2023,False
